,baseline_working_hours_below_63,baseline_consumption_below_63,baseline_savings_below_63,baseline_sra_at_63,baseline_ret_age,baseline_ret_age_excl_disabled,baseline_private_wealth_at_ret,baseline_private_wealth_at_ret_excl_disability,baseline_pension_wealth_at_ret,baseline_pension_wealth_at_ret_excl_disability,baseline_pensions,baseline_pensions_excl_disability,baseline_share_below_SRA,baseline_share_very_long_insured,baseline_share_disability_pensions,baseline_pensions_share_below_63,baseline_share_rejected_disability_pensions,baseline_lifecycle_working_hours,baseline_lifecycle_avg_wealth,cf_working_hours_below_63,cf_consumption_below_63,cf_savings_below_63,cf_sra_at_63,cf_ret_age,cf_ret_age_excl_disabled,cf_private_wealth_at_ret,cf_private_wealth_at_ret_excl_disability,cf_pension_wealth_at_ret,cf_pension_wealth_at_ret_excl_disability,cf_pensions,cf_pensions_excl_disability,cf_share_below_SRA,cf_share_very_long_insured,cf_share_disability_pensions,cf_pensions_share_below_63,cf_share_rejected_disability_pensions,cf_lifecycle_working_hours,cf_lifecycle_avg_wealth,cv_cf
0,1188.8043608362236,36.87399782652498,4.861641551647119,67.0,64.01749353730656,66.2354851112915,238.06092923255906,245.3463548031689,176.71731447947406,168.0625339631701,10.867517216180824,11.078960684558778,61.09281490137752,6.427281419313716,22.58578561563795,17.111087503098553,81.88442636841214,759.8220294687264,151.39653212607945,1180.7870541820794,36.685634744949034,5.145535121628894,67.0,63.1730958749824,65.15773282764434,250.31129769862963,258.7002616535215,172.35002905732853,163.07187780897496,10.202727234674796,10.285616240335617,81.52541179783191,4.762072363789948,21.065042939602986,16.478952555258342,79.10119952694711,734.9804231128041,155.2113856507766,0.11323123268468181
