,baseline_working_hours_below_63,baseline_consumption_below_63,baseline_savings_below_63,baseline_sra_at_63,baseline_ret_age,baseline_ret_age_excl_disabled,baseline_private_wealth_at_ret,baseline_private_wealth_at_ret_excl_disability,baseline_pension_wealth_at_ret,baseline_pension_wealth_at_ret_excl_disability,baseline_pensions,baseline_pensions_excl_disability,baseline_share_below_SRA,baseline_share_very_long_insured,baseline_share_disability_pensions,baseline_pensions_share_below_63,baseline_share_rejected_disability_pensions,baseline_lifecycle_working_hours,baseline_lifecycle_avg_wealth,cf_working_hours_below_63,cf_consumption_below_63,cf_savings_below_63,cf_sra_at_63,cf_ret_age,cf_ret_age_excl_disabled,cf_private_wealth_at_ret,cf_private_wealth_at_ret_excl_disability,cf_pension_wealth_at_ret,cf_pension_wealth_at_ret_excl_disability,cf_pensions,cf_pensions_excl_disability,cf_share_below_SRA,cf_share_very_long_insured,cf_share_disability_pensions,cf_pensions_share_below_63,cf_share_rejected_disability_pensions,cf_lifecycle_working_hours,cf_lifecycle_avg_wealth,cv_cf
0,1837.9829532868064,40.73698101160818,4.3965709627829614,67.0,63.8639113507038,65.40614262674427,270.7572053979437,280.2273547707113,239.73720471530459,234.76779555097576,17.255427290808875,17.708095435758747,78.38274932614556,26.780473195567534,20.604971548367775,14.579215333932316,97.01076125946592,1225.6970979159378,167.38543873638997,1827.435916965328,40.378061945880134,4.916538531654383,67.0,63.07871357498223,64.45773381294964,285.9758117317279,295.70944683841793,234.2276872436314,228.5228089549057,16.153920744333526,16.442868955924354,93.1532812129827,16.216536365790095,18.567874911158494,14.380478559583038,96.69454400637196,1194.7410732696023,174.1937193837644,0.20910301878374693
