,sra_at_63,cf_working_hours_below_63,cf_consumption_below_63,cf_savings_below_63,cf_sra_at_63,cf_ret_age,cf_ret_age_excl_disabled,cf_private_wealth_at_ret,cf_private_wealth_at_ret_excl_disability,cf_pension_wealth_at_ret,cf_pension_wealth_at_ret_excl_disability,cf_pensions,cf_pensions_excl_disability,cf_share_below_SRA,cf_share_very_long_insured,cf_share_disability_pensions,cf_pensions_share_below_63,cf_share_rejected_disability_pensions,cf_lifecycle_working_hours,cf_lifecycle_avg_wealth,base_working_hours_below_63,base_consumption_below_63,base_savings_below_63,base_sra_at_63,base_ret_age,base_ret_age_excl_disabled,base_private_wealth_at_ret,base_private_wealth_at_ret_excl_disability,base_pension_wealth_at_ret,base_pension_wealth_at_ret_excl_disability,base_pensions,base_pensions_excl_disability,base_share_below_SRA,base_share_very_long_insured,base_share_disability_pensions,base_pensions_share_below_63,base_share_rejected_disability_pensions,base_lifecycle_working_hours,base_lifecycle_avg_wealth,cv
0,67,1430.2828148302071,37.92357468395143,4.458775346990341,67.0,64.10605420292605,66.19510967203561,241.29240478381325,249.59290070640364,199.25277901680397,192.47560283209222,13.322719681551792,13.72511371366446,62.66426326971231,15.551645723189619,22.701751662397474,16.62828706219221,87.3544470119161,933.6269413184417,152.88298358938863,1430.2828148302071,37.92357468395143,4.458775346990341,67.0,64.10605420292605,66.19510967203561,241.29240478381325,249.59290070640364,199.25277901680397,192.47560283209222,13.322719681551792,13.72511371366446,62.66426326971231,15.551645723189619,22.701751662397474,16.62828706219221,87.3544470119161,933.6269413184417,152.88298358938863,0.0
1,68,1429.0558064376526,37.96322762601241,4.401532696845353,68.0,64.46159330968128,66.6674545049498,238.75855786738296,246.8393241394277,194.43826486568395,186.79795134997852,13.242646294884,13.648626868524554,69.12482571280934,18.013284797538184,24.792515249227073,17.068453368975003,89.52939038793495,941.7309850854884,152.75205881636657,1430.2828148302071,37.92357468395143,4.458775346990341,67.0,64.10605420292605,66.19510967203561,241.29240478381325,249.59290070640364,199.25277901680397,192.47560283209222,13.322719681551792,13.72511371366446,62.66426326971231,15.551645723189619,22.701751662397474,16.62828706219221,87.3544470119161,933.6269413184417,152.88298358938863,-0.2374892442321553
2,69,1427.7354879273812,38.003171176305685,4.343818177898562,69.0,64.82209207932274,67.14014122568736,235.7284512502182,243.45447830582708,189.71725287186175,181.18847135555387,13.181308648934284,13.589666425982552,74.87939232285747,20.041168966716917,26.826220572886466,17.391279137191233,91.05066634285541,949.9934261486096,152.50976283657081,1430.2828148302071,37.92357468395143,4.458775346990341,67.0,64.10605420292605,66.19510967203561,241.29240478381325,249.59290070640364,199.25277901680397,192.47560283209222,13.322719681551792,13.72511371366446,62.66426326971231,15.551645723189619,22.701751662397474,16.62828706219221,87.3544470119161,933.6269413184417,152.88298358938863,-0.4683557145178487
3,70,1426.3819046340532,38.03936712301689,4.28806562855598,70.0,65.1835705587956,67.61482553510706,232.4740350444512,239.76191366640336,185.07090254410855,175.63394173901955,13.137976131583244,13.550417064617353,79.90934355645926,21.780268823155847,28.859453381263943,17.67305417829489,92.24394842476585,958.3840524209415,152.19250745615193,1430.2828148302071,37.92357468395143,4.458775346990341,67.0,64.10605420292605,66.19510967203561,241.29240478381325,249.59290070640364,199.25277901680397,192.47560283209222,13.322719681551792,13.72511371366446,62.66426326971231,15.551645723189619,22.701751662397474,16.62828706219221,87.3544470119161,933.6269413184417,152.88298358938863,-0.697678941242564
