,baseline_working_hours_below_63,baseline_consumption_below_63,baseline_savings_below_63,baseline_sra_at_63,baseline_ret_age,baseline_ret_age_excl_disabled,baseline_private_wealth_at_ret,baseline_private_wealth_at_ret_excl_disability,baseline_pension_wealth_at_ret,baseline_pension_wealth_at_ret_excl_disability,baseline_pensions,baseline_pensions_excl_disability,baseline_share_below_SRA,baseline_share_very_long_insured,baseline_share_disability_pensions,baseline_pensions_share_below_63,baseline_share_rejected_disability_pensions,baseline_lifecycle_working_hours,baseline_lifecycle_avg_wealth,cf_working_hours_below_63,cf_consumption_below_63,cf_savings_below_63,cf_sra_at_63,cf_ret_age,cf_ret_age_excl_disabled,cf_private_wealth_at_ret,cf_private_wealth_at_ret_excl_disability,cf_pension_wealth_at_ret,cf_pension_wealth_at_ret_excl_disability,cf_pensions,cf_pensions_excl_disability,cf_share_below_SRA,cf_share_very_long_insured,cf_share_disability_pensions,cf_pensions_share_below_63,cf_share_rejected_disability_pensions,cf_lifecycle_working_hours,cf_lifecycle_avg_wealth,cv_cf
0,1435.950141375217,38.34465629491718,4.68461897973567,67.0,63.96043085414163,65.92149835404057,250.20906495564395,258.55220434487865,200.02800112246922,193.2707653012041,13.230367571775767,13.584141811227182,67.51680242132906,13.98940668536075,21.84982418658477,16.17038322873548,86.39714625445897,930.0169476770642,157.23764884832113,1426.9697530352985,38.091361633158144,5.058370793703444,67.0,63.13791504768633,64.89273555753418,263.60517916575327,272.7107571501136,195.32083105256905,187.82329547168328,12.41198485289525,12.614089356762117,85.85967855881313,9.031702578594135,20.13422818791946,15.696750264924056,84.34163701067615,902.9434332570147,162.14614597066767,0.15107586398194425
