,sra_at_63,cf_below_sixty_savings,cf_ret_age,cf_sra_at_ret,cf_working_hours,base_below_sixty_savings,base_ret_age,base_sra_at_ret,base_working_hours,cv
0,67.0,,,,,,,,,
1,67.25,0.5066478058709116,65.42914920573044,67.25,829.9130181210463,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,0.00055888524317323
2,67.5,0.5084824799060378,65.42637849954923,67.5,829.7399011824542,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,0.0003749532761416579
3,67.75,0.5103273851994858,65.42376102529117,67.75,829.5587625292022,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,0.00018197340198570721
4,68.0,0.5121322472769183,65.42137966324715,68.0,829.3826037973281,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,-5.557638674909795e-06
5,68.25,0.48784438913407,66.19210067281335,68.25,845.2420998782704,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,0.0002469421033108932
6,68.5,0.4895170466113039,66.1903112462309,68.5,845.1026205694735,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,9.783565074533715e-05
7,68.75,0.49114053096917065,66.18935825545171,68.75,844.9544137587802,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,-7.371257485366028e-05
8,69.0,0.4927726505502374,66.18618506331639,69.0,844.7768978412049,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,-0.00023057272777175664
9,69.25,0.47072402812600356,66.95187015181384,69.25,860.0115210523195,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,-0.000432905199595178
10,69.5,0.4722350136532899,66.95095730521143,69.5,859.8801100915324,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,-0.0005772951532020223
11,69.75,0.47364476875763095,66.94980675215645,69.75,859.7052543117393,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,-0.0007144660751912386
12,70.0,0.47508754886322047,66.94817260442261,70.0,859.5941344600831,0.5332070497525863,64.63026975411793,67.0,813.1757790840551,-0.0008664916818491356
