,working_hours_67.0_base,savings_67.0_base,consumption_67.0_base,income_67.0_base,assets_67.0_base,savings_rate_67.0_base,employment_rate_67.0_base,retirement_rate_67.0_base,working_hours_67.0_cf,savings_67.0_cf,consumption_67.0_cf,income_67.0_cf,assets_67.0_cf,savings_rate_67.0_cf,employment_rate_67.0_cf,retirement_rate_67.0_cf,savings_rate_diff_67.0,employment_rate_diff_67.0,retirement_rate_diff_67.0,working_hours_68.0_base,savings_68.0_base,consumption_68.0_base,income_68.0_base,assets_68.0_base,savings_rate_68.0_base,employment_rate_68.0_base,retirement_rate_68.0_base,working_hours_68.0_cf,savings_68.0_cf,consumption_68.0_cf,income_68.0_cf,assets_68.0_cf,savings_rate_68.0_cf,employment_rate_68.0_cf,retirement_rate_68.0_cf,savings_rate_diff_68.0,employment_rate_diff_68.0,retirement_rate_diff_68.0,working_hours_69.0_base,savings_69.0_base,consumption_69.0_base,income_69.0_base,assets_69.0_base,savings_rate_69.0_base,employment_rate_69.0_base,retirement_rate_69.0_base,working_hours_69.0_cf,savings_69.0_cf,consumption_69.0_cf,income_69.0_cf,assets_69.0_cf,savings_rate_69.0_cf,employment_rate_69.0_cf,retirement_rate_69.0_cf,savings_rate_diff_69.0,employment_rate_diff_69.0,retirement_rate_diff_69.0,working_hours_70.0_base,savings_70.0_base,consumption_70.0_base,income_70.0_base,assets_70.0_base,savings_rate_70.0_base,employment_rate_70.0_base,retirement_rate_70.0_base,working_hours_70.0_cf,savings_70.0_cf,consumption_70.0_cf,income_70.0_cf,assets_70.0_cf,savings_rate_70.0_cf,employment_rate_70.0_cf,retirement_rate_70.0_cf,savings_rate_diff_70.0,employment_rate_diff_70.0,retirement_rate_diff_70.0
88,0.0,-4.812901469726976,24.96726595559857,20.154364485871596,11.060865205385138,-0.2388019465015067,0.0,1.0,0.0,-4.780174978660449,24.90545239970184,20.125277421041393,10.98817571556069,-0.23752094834045256,0.0,1.0,0.0012809981610541477,0.0,0.0,0.0,-4.926644130817148,25.021906588226177,20.095262457409028,11.38428430528953,-0.24516445810344306,0.0,1.0,0.03389393640133557,-4.915376151684188,24.997676421054052,20.082300269369863,11.365718328669178,-0.2447616102614136,1.7041581458759374e-05,0.9999829584185412,0.0004028478420294579,1.7041581458759374e-05,-1.7041581458765442e-05,0.0,-5.014523331523919,25.05103089221345,20.03650756068953,11.637896322040499,-0.2502693304377118,0.0,1.0,0.0,-5.024366209386374,25.05864601025199,20.034279800865615,11.670015381341543,-0.25078846154326384,0.0,1.0,-0.0005191311055520176,0.0,0.0,0.0,-5.082443120774774,25.08302068331768,20.000577562542908,11.851947507861917,-0.25411481767872424,0.0,1.0,0.0,-5.10311477479616,25.104747726541355,20.001632951745197,11.895302480743146,-0.2551349075901775,0.0,1.0,-0.001020089911453248,0.0,0.0
89,0.0,-4.0513223816075925,24.261544049641575,20.210221668033984,8.372058249382661,-0.20045907700336957,0.0,1.0,0.0,-4.020835316316084,24.20101429025395,20.180178973937863,8.321099868447742,-0.1992467619592909,0.0,1.0,0.0012123150440786767,0.0,0.0,0.0,-4.1630122613584835,24.316651033254214,20.153638771895732,8.62197092332464,-0.20656380262028948,0.0,1.0,0.03794951607606272,-4.151789119220064,24.292403678951256,20.14061455973119,8.612350130821921,-0.20614014070459807,1.908069224751474e-05,0.9999809193077525,0.00042366191569140343,1.908069224751474e-05,-1.908069224754172e-05,0.0,-4.250205123354413,24.34364235461458,20.093437231260165,8.818863045777006,-0.21152205441198477,0.0,1.0,0.0,-4.259475725687336,24.35042534957766,20.09094962389032,8.845700094880598,-0.21200967626848047,0.0,1.0,-0.00048762185649570133,0.0,0.0,0.0,-4.319592633156457,24.373962987386747,20.054370354230286,8.990081762828842,-0.215394079039,0.0,1.0,0.0,-4.335545309467478,24.391399697198743,20.055854387731262,9.021975033466502,-0.2161735533999317,0.0,1.0,-0.0007794743609316757,0.0,0.0
90,0.0,-3.3011654581841343,23.552276405861644,20.25111094767751,6.262475276783767,-0.16301157337556965,0.0,1.0,0.0,-3.2789094796076017,23.500973392734434,20.22206391312683,6.225888094445253,-0.16214514471389588,0.0,1.0,0.0008664286616737737,0.0,0.0,0.0,-3.389897239884804,23.583411999335638,20.19351475945083,6.457906775875033,-0.16787059015064662,0.0,1.0,0.04315806327641635,-3.381032021045716,23.562979607775357,20.181947586729645,6.45538244540674,-0.16752753947636184,2.169950525128027e-05,0.9999783004947487,0.0003430506742847783,2.169950525128027e-05,-2.169950525132691e-05,0.0,-3.4562876492430012,23.58915544988038,20.13286780063738,6.614729283083077,-0.17167388587996288,0.0,1.0,0.0,-3.466287205068523,23.596764165645297,20.13047696057677,6.635367513995952,-0.17219101225752617,0.0,1.0,-0.0005171263775632928,0.0,0.0,0.0,-3.5196383598927135,23.61318300531747,20.093544645424757,6.7467255556133585,-0.17516264163446768,0.0,1.0,0.0,-3.5314124454071463,23.626023774910273,20.09461132950313,6.770828543548382,-0.17573927594321206,0.0,1.0,-0.0005766343087443837,0.0,0.0
91,0.0,-2.685048331568885,22.997481922401136,20.31243359083225,4.607084998203359,-0.13218742695512103,0.0,1.0,0.0,-2.667851485724449,22.95046494530692,20.28261345958247,4.581459862321966,-0.13153391159579728,0.0,1.0,0.0006535153593237586,0.0,0.0,0.0,-2.757375348675811,23.012126570408164,20.254751221732356,4.7609602104832,-0.13613474283097007,0.0,1.0,0.04991582853633759,-2.7528187271490903,22.99663866216274,20.243819935013654,4.762313656164481,-0.13598316602232877,2.5097251850922323e-05,0.999974902748149,0.00015157680864130718,2.5097251850922323e-05,-2.5097251850958457e-05,0.0,-2.814230015887659,23.008220530570547,20.193990514682888,4.88442460741875,-0.13935977705057626,0.0,1.0,0.0,-2.8208185838992796,23.012437757846747,20.19161917394747,4.901872030181706,-0.13970244583153005,0.0,1.0,-0.00034266878095379205,0.0,0.0,0.0,-2.8623179957365554,23.017565315750595,20.15524732001404,4.987263479227903,-0.1420135387222111,0.0,1.0,0.0,-2.8724607393608115,23.029617621133795,20.157156881772988,5.004663588580727,-0.14250326850202868,0.0,1.0,-0.0004897297798175937,0.0,0.0
92,0.0,-2.1105585951330568,22.49214447744844,20.381585882315385,3.3988648150639587,-0.10355222637333329,0.0,1.0,0.0,-2.098584724025474,22.45092604354922,20.352341319523745,3.3802505341173035,-0.10311269308422653,0.0,1.0,0.00043953328910675826,0.0,0.0,0.0,-2.1785663924795315,22.50281974988976,20.324253357410228,3.514018126205957,-0.10719047603710498,0.0,1.0,0.059156366200599955,-2.1761534005385257,22.489764313649246,20.313610913110722,3.5181838828764143,-0.10712784693212778,2.9743315189911066e-05,0.9999702566848101,6.262910497720209e-05,2.9743315189911066e-05,-2.97433151899007e-05,0.0,-2.230276375349778,22.493907267513503,20.26363089216373,3.608030724654552,-0.11006301818359027,0.0,1.0,0.0,-2.238808926738026,22.49959982714104,20.260790900403016,3.620364416383153,-0.11049958206189735,0.0,1.0,-0.00043656387830708077,0.0,0.0,0.0,-2.2727003502002154,22.49552396643872,20.222823616238507,3.6867157881995696,-0.11238293886790786,0.0,1.0,0.0,-2.2804899450528637,22.505311061146465,20.224821116093604,3.699555230219396,-0.11275698963973517,0.0,1.0,-0.00037405077182731117,0.0,0.0
93,0.0,-1.6150195202553856,22.09298715062133,20.477967630365942,2.5283606313904303,-0.07886620144181394,0.0,1.0,0.0,-1.6030647118520769,22.050431306376016,20.44736659452394,2.5174587422063506,-0.07839956820069914,0.0,1.0,0.00046663324111480275,0.0,0.0,0.0,-1.6727031372248278,22.08715337287208,20.41445023564725,2.6110033690375323,-0.08193721201974821,0.0,1.0,0.07140432928952291,-1.6727732565862257,22.076680781532513,20.403907524946288,2.6159409857511324,-0.0819829855894541,3.590148632153371e-05,0.9999640985136785,-4.5773569705892525e-05,3.590148632153371e-05,-3.590148632148793e-05,0.0,-1.7172472456728938,22.070636917935257,20.353389672262363,2.6807094224761654,-0.08437156038009538,0.0,1.0,0.0,-1.724611448952506,22.074363288607216,20.349751839654708,2.688243751154539,-0.0847485248243582,0.0,1.0,-0.0003769644442628145,0.0,0.0,0.0,-1.7558276167211362,22.06777506189944,20.3119474451783,2.7381605625272845,-0.08644309569331515,0.0,1.0,0.0,-1.7631904271946723,22.07722168868778,20.314031261493103,2.746396430176642,-0.0867966778478353,0.0,1.0,-0.00035358215452015174,0.0,0.0
94,0.0,-1.1908955779200143,21.764936778629046,20.574041200709033,1.9851159024149962,-0.057883405904668506,0.0,1.0,0.0,-1.1833534624180133,21.72820041161308,20.544846949195065,1.9788644178186323,-0.057598553318226414,0.0,1.0,0.00028485258644209144,0.0,0.0,0.0,-1.2353410891483976,21.744782408182783,20.509441319034387,2.044806257712331,-0.060232800588376004,0.0,1.0,0.08880190150602184,-1.2371167773872769,21.736569884197873,20.499453106810595,2.049223515688065,-0.0603487698399264,4.4648836897798814e-05,0.9999553511631022,-0.00011596925155039906,4.4648836897798814e-05,-4.4648836897809296e-05,0.0,-1.2755609430017107,21.7235587791151,20.447997836113384,2.0924744472721186,-0.06238072564488107,0.0,1.0,0.0,-1.2797592934356907,21.72385434012405,20.44409504668836,2.097557099791021,-0.06259799176794537,0.0,1.0,-0.00021726612306429555,0.0,0.0,0.0,-1.3081042096713393,21.72077226979966,20.412668060128325,2.13182699101207,-0.06408296092495788,0.0,1.0,0.0,-1.3129245731941779,21.72655104616161,20.413626472967433,2.137253584461587,-0.06431608685173146,0.0,1.0,-0.00023312592677357524,0.0,0.0
95,0.0,-0.8439804628339556,21.568257052718803,20.724276589884848,1.703946368216263,-0.04072424237215052,0.0,1.0,0.0,-0.8400564408499867,21.53705898253655,20.697002541686565,1.6998609486850498,-0.040588314136696814,0.0,1.0,0.00013592823545370558,0.0,0.0,0.0,-0.8783974334106862,21.53998870526442,20.661591271853734,1.7458431250636162,-0.04251354224624914,0.0,1.0,0.0,-0.881562377372776,21.53232410783837,20.650761730465593,1.7482343484602911,-0.04268909732623699,0.0,1.0,-0.00017555507998785053,0.0,0.0,0.0,-0.9042089986948555,21.502505172202277,20.598296173507425,1.7813531175588502,-0.04389727145771442,0.0,1.0,0.0,-0.9065992436777841,21.500242903629307,20.593643659951525,1.7854825058709043,-0.04402325584766956,0.0,1.0,-0.00012598438995514022,0.0,0.0,0.0,-0.9234711627266299,21.482735186341724,20.559264023615096,1.8127511439607802,-0.04491752047475524,0.0,1.0,0.0,-0.9273556105322153,21.486701425111896,20.55934581457968,1.8158848237951286,-0.04510628007796728,0.0,1.0,-0.0001887596032120395,0.0,0.0
96,0.0,-0.5090739826568872,21.374561240585383,20.865487257928496,1.731076925502767,-0.024397895738737112,0.0,1.0,0.0,-0.5065092553958872,21.345979500149372,20.839470244753485,1.7282059918172972,-0.02430528460882566,0.0,1.0,9.261112991145251e-05,0.0,0.0,0.0,-0.5369179975644438,21.333739053154257,20.796821055589813,1.7591625807512923,-0.02581731102697207,0.0,1.0,0.0,-0.5374609611674473,21.32332653490811,20.78586557374066,1.761789957328693,-0.02585704017283919,0.0,1.0,-3.972914586711923e-05,0.0,0.0,0.0,-0.5596409036660385,21.28895268162967,20.729311777963627,1.7833590760944789,-0.02699756314442464,0.0,1.0,0.0,-0.5625985971149069,21.289150983943376,20.72655238682847,1.7858860341731393,-0.02714385811083724,0.0,1.0,-0.00014629496641259745,0.0,0.0,0.0,-0.5789358213729516,21.270152457706452,20.6912166363335,1.8057477582182284,-0.02797978637739204,0.0,1.0,0.0,-0.5803768724628463,21.272734674936444,20.692357802473598,1.808400014863891,-0.028047885021274237,0.0,1.0,-6.809864388219664e-05,0.0,0.0
97,0.0,-0.07192819060303816,21.138118540333352,21.066190349730316,2.2695432824224078,-0.0034143900443754874,0.0,1.0,0.0,-0.07127404129530597,21.110364153185063,21.03909011188976,2.2663213419564405,-0.00338769599427815,0.0,1.0,2.6694050097337586e-05,0.0,0.0,0.0,-0.0944928995101826,21.091448184328897,20.996955284818714,2.2856456211315357,-0.004500314365983488,0.0,1.0,0.0,-0.09639543307861116,21.082351006114585,20.98595557303597,2.2873736838059506,-0.004593330655977651,0.0,1.0,-9.301628999416282e-05,0.0,0.0,0.0,-0.11033467226671169,21.04292067712683,20.932586004860116,2.302951802449806,-0.005270952773875824,0.0,1.0,0.0,-0.11262768722646531,21.040457666828573,20.927829979602105,2.3041292306350676,-0.005381718378648958,0.0,1.0,-0.000110765604773134,0.0,0.0,0.0,-0.12671744782200628,21.01281358957975,20.886096141757744,2.317784971850871,-0.006067071939243785,0.0,1.0,0.0,-0.1291675781004024,21.018708039522053,20.889540461421653,2.3189912340115284,-0.0061833613974872385,0.0,1.0,-0.00011628945824345392,0.0,0.0
