,sra_at_63,cf_below_sixty_savings,cf_ret_age,cf_sra_at_ret,cf_working_hours,base_below_sixty_savings,base_ret_age,base_sra_at_ret,base_working_hours,cv
0,67.0,,,,,,,,,
1,67.25,0.526561961747156,65.45749096167751,67.25,924.8073074082562,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.0025094029805523914
2,67.5,0.5280792031249926,65.5093564714389,67.5,926.0821516280035,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.0030948461290330057
3,67.75,0.5292021588149849,65.55887924801156,67.75,927.4357541744627,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.0036962541927021623
4,68.0,0.5304870894547783,65.60541576283441,68.0,928.6130047103809,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.004302883138755689
5,68.25,0.501652690918297,66.2255676066522,68.25,945.6206551814864,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.008771899105861476
6,68.5,0.5017422825220226,66.282147505423,68.5,947.2527849931605,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.009442888175118343
7,68.75,0.5012973548346296,66.34379609544469,68.75,949.1884649954001,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.010187970611554523
8,69.0,0.5012087832110892,66.39438177874186,69.0,950.7622606826471,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.01083050030069809
9,69.25,0.47359992442465754,67.01052060737527,69.25,967.8611060214276,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.015326351968841714
10,69.5,0.4736886648376714,67.06318148951554,69.5,969.5263953407009,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.015967965449056036
11,69.75,0.47388516349500165,67.10884309472162,69.75,970.9630341140869,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.016548555666356178
12,70.0,0.47383929124230856,67.14793203181489,70.0,972.1798009443731,0.5744891328278949,64.81109906001446,67.0,909.735776817989,-0.017060765178186943
