,working_hours_35_base,savings_35_base,consumption_35_base,income_35_base,assets_35_base,savings_rate_35_base,employment_rate_35_base,retirement_rate_35_base,working_hours_35_cf,savings_35_cf,consumption_35_cf,income_35_cf,assets_35_cf,savings_rate_35_cf,employment_rate_35_cf,retirement_rate_35_cf,savings_rate_diff_35,employment_rate_diff_35,retirement_rate_diff_35,working_hours_45_base,savings_45_base,consumption_45_base,income_45_base,assets_45_base,savings_rate_45_base,employment_rate_45_base,retirement_rate_45_base,working_hours_45_cf,savings_45_cf,consumption_45_cf,income_45_cf,assets_45_cf,savings_rate_45_cf,employment_rate_45_cf,retirement_rate_45_cf,savings_rate_diff_45,employment_rate_diff_45,retirement_rate_diff_45,working_hours_55_base,savings_55_base,consumption_55_base,income_55_base,assets_55_base,savings_rate_55_base,employment_rate_55_base,retirement_rate_55_base,working_hours_55_cf,savings_55_cf,consumption_55_cf,income_55_cf,assets_55_cf,savings_rate_55_cf,employment_rate_55_cf,retirement_rate_55_cf,savings_rate_diff_55,employment_rate_diff_55,retirement_rate_diff_55
30,1392.4643888941953,3.7860095162923564,34.53570001073238,38.32170952702474,66.52474125308837,0.09879542335193674,0.76735781137509,0.0029373650107991363,1392.4643888941953,3.7860095162923564,34.53570001073238,38.32170952702474,66.52474125308837,0.09879542335193674,0.76735781137509,0.0029373650107991363,0.0,0.0,0.0,1392.4643888941953,3.7860095162923564,34.53570001073238,38.32170952702474,66.52474125308837,0.09879542335193674,0.76735781137509,0.0029373650107991363,1392.4643888941953,3.7860095162923564,34.53570001073238,38.32170952702474,66.52474125308837,0.09879542335193674,0.76735781137509,0.0029373650107991363,0.0,0.0,0.0,1392.4643888941953,3.7860095162923564,34.53570001073238,38.32170952702474,66.52474125308837,0.09879542335193674,0.76735781137509,0.0029373650107991363,1392.4643888941953,3.7860095162923564,34.53570001073238,38.32170952702474,66.52474125308837,0.09879542335193674,0.76735781137509,0.0029373650107991363,0.0,0.0,0.0
31,1340.6430601887855,2.7496178922791765,36.46423709336092,39.19911554905693,68.38221368675218,0.07014489622445903,0.7410871130309575,0.0032757379409647227,1340.6430601887855,2.7496178922791765,36.46423709336092,39.19911554905693,68.38221368675218,0.07014489622445903,0.7410871130309575,0.0032757379409647227,0.0,0.0,0.0,1340.6430601887855,2.7496178922791765,36.46423709336092,39.19911554905693,68.38221368675218,0.07014489622445903,0.7410871130309575,0.0032757379409647227,1340.6430601887855,2.7496178922791765,36.46423709336092,39.19911554905693,68.38221368675218,0.07014489622445903,0.7410871130309575,0.0032757379409647227,0.0,0.0,0.0,1340.6430601887855,2.7496178922791765,36.46423709336092,39.19911554905693,68.38221368675218,0.07014489622445903,0.7410871130309575,0.0032757379409647227,1340.6430601887855,2.7496178922791765,36.46423709336092,39.19911554905693,68.38221368675218,0.07014489622445903,0.7410871130309575,0.0032757379409647227,0.0,0.0,0.0
32,1319.3027610581216,2.7979607228496013,37.62083390252888,40.40650760147397,69.9807241628702,0.06924529955535023,0.7298790148350857,0.003305487541408613,1319.3027610581216,2.7979607228496013,37.62083390252888,40.40650760147397,69.9807241628702,0.06924529955535023,0.7298790148350857,0.003305487541408613,0.0,0.0,0.0,1319.3027610581216,2.7979607228496013,37.62083390252888,40.40650760147397,69.9807241628702,0.06924529955535023,0.7298790148350857,0.003305487541408613,1319.3027610581216,2.7979607228496013,37.62083390252888,40.40650760147397,69.9807241628702,0.06924529955535023,0.7298790148350857,0.003305487541408613,0.0,0.0,0.0,1319.3027610581216,2.7979607228496013,37.62083390252888,40.40650760147397,69.9807241628702,0.06924529955535023,0.7298790148350857,0.003305487541408613,1319.3027610581216,2.7979607228496013,37.62083390252888,40.40650760147397,69.9807241628702,0.06924529955535023,0.7298790148350857,0.003305487541408613,0.0,0.0,0.0
33,1311.898297032343,2.9580482640703476,38.62984535521802,41.569899806974945,71.77827416693289,0.07115841697491947,0.7259688805647602,0.00332084714018153,1311.898297032343,2.9580482640703476,38.62984535521802,41.569899806974945,71.77827416693289,0.07115841697491947,0.7259688805647602,0.00332084714018153,0.0,0.0,0.0,1311.898297032343,2.9580482640703476,38.62984535521802,41.569899806974945,71.77827416693289,0.07115841697491947,0.7259688805647602,0.00332084714018153,1311.898297032343,2.9580482640703476,38.62984535521802,41.569899806974945,71.77827416693289,0.07115841697491947,0.7259688805647602,0.00332084714018153,0.0,0.0,0.0,1311.898297032343,2.9580482640703476,38.62984535521802,41.569899806974945,71.77827416693289,0.07115841697491947,0.7259688805647602,0.00332084714018153,1311.898297032343,2.9580482640703476,38.62984535521802,41.569899806974945,71.77827416693289,0.07115841697491947,0.7259688805647602,0.00332084714018153,0.0,0.0,0.0
34,1314.6157075672065,3.227868202192441,39.50865031295597,42.70590748523914,73.85945470327508,0.07558364620417259,0.7281203614301567,0.0035091006038247036,1314.6157075672065,3.2294069612256546,39.50865031295597,42.706283655722004,73.85945470327508,0.07561901164848753,0.7281203614301567,0.0035091006038247036,3.5365444314941485e-05,0.0,0.0,1314.6157075672065,3.227868202192441,39.50865031295597,42.70590748523914,73.85945470327508,0.07558364620417259,0.7281203614301567,0.0035091006038247036,1314.6157075672065,3.227868202192441,39.50865031295597,42.70590748523914,73.85945470327508,0.07558364620417259,0.7281203614301567,0.0035091006038247036,0.0,0.0,0.0,1314.6157075672065,3.227868202192441,39.50865031295597,42.70590748523914,73.85945470327508,0.07558364620417259,0.7281203614301567,0.0035091006038247036,1314.6157075672065,3.227868202192441,39.50865031295597,42.70590748523914,73.85945470327508,0.07558364620417259,0.7281203614301567,0.0035091006038247036,0.0,0.0,0.0
35,1322.7874673731876,3.5246068935571278,40.27299003168781,43.76451141003016,76.32399733387817,0.08053573043544458,0.7326057495458609,0.003827744298030622,1322.6762889265044,3.583328479921095,40.21573750145997,43.76522631890649,76.38124986410602,0.08187615559920237,0.7325985409878608,0.003633113232029065,0.0013404251637577913,-7.208558000071363e-06,-0.00019463106600155688,1322.7874673731876,3.5246068935571278,40.27299003168781,43.76451141003016,76.32399733387817,0.08053573043544458,0.7326057495458609,0.003827744298030622,1322.7874673731876,3.5246068935571278,40.27299003168781,43.76451141003016,76.32399733387817,0.08053573043544458,0.7326057495458609,0.003827744298030622,0.0,0.0,0.0,1322.7874673731876,3.5246068935571278,40.27299003168781,43.76451141003016,76.32399733387817,0.08053573043544458,0.7326057495458609,0.003827744298030622,1322.7874673731876,3.5246068935571278,40.27299003168781,43.76451141003016,76.32399733387817,0.08053573043544458,0.7326057495458609,0.003827744298030622,0.0,0.0,0.0
36,1332.1723187485345,3.8523370936073627,40.98161911531069,44.791610995475615,79.14651820115341,0.08600577224151383,0.7389256710949558,0.003966708497410821,1332.1876491281216,3.920067673986466,40.922231452522084,44.7953335641878,79.26361218116602,0.08751062581930218,0.738990580870368,0.0035988864367418175,0.0015048535777883454,6.490977541218079e-05,-0.00036782206066900353,1332.1723187485345,3.8523370936073627,40.98161911531069,44.791610995475615,79.14651820115341,0.08600577224151383,0.7389256710949558,0.003966708497410821,1332.1723187485345,3.8523370936073627,40.98161911531069,44.791610995475615,79.14651820115341,0.08600577224151383,0.7389256710949558,0.003966708497410821,0.0,0.0,0.0,1332.1723187485345,3.8523370936073627,40.98161911531069,44.791610995475615,79.14651820115341,0.08600577224151383,0.7389256710949558,0.003966708497410821,1332.1723187485345,3.8523370936073627,40.98161911531069,44.791610995475615,79.14651820115341,0.08600577224151383,0.7389256710949558,0.003966708497410821,0.0,0.0,0.0
37,1344.8663643914101,4.146980770683653,41.629661032471205,45.737606939942346,82.34443656783924,0.0906689494299301,0.7465438120526438,0.004221022858462249,1344.9236343129014,4.218149314237998,41.56738055798381,45.74527681283201,82.52756742763633,0.09220950463359671,0.7465726737474024,0.003853036250288617,0.0015405552036666104,2.8861694758686163e-05,-0.00036798660817363195,1344.8663643914101,4.146980770683653,41.629661032471205,45.737606939942346,82.34443656783924,0.0906689494299301,0.7465438120526438,0.004221022858462249,1344.8663643914101,4.146980770683653,41.629661032471205,45.737606939942346,82.34443656783924,0.0906689494299301,0.7465438120526438,0.004221022858462249,0.0,0.0,0.0,1344.8663643914101,4.146980770683653,41.629661032471205,45.737606939942346,82.34443656783924,0.0906689494299301,0.7465438120526438,0.004221022858462249,1344.8663643914101,4.146980770683653,41.629661032471205,45.737606939942346,82.34443656783924,0.0906689494299301,0.7465438120526438,0.004221022858462249,0.0,0.0,0.0
38,1358.6101900926885,4.383395100526132,42.27505467192745,46.62381079652158,85.84717725310375,0.09401623388650933,0.753383816873245,0.004872696297472695,1359.2445601763663,4.476299163988842,42.21662386647312,46.64195368231029,86.09577150538017,0.09597151942815274,0.7537808513863723,0.004136377745854599,0.0019552855416434117,0.00039703451312733673,-0.0007363185516180964,1358.6101900926885,4.383395100526132,42.27505467192745,46.62381079652158,85.84717725310375,0.09401623388650933,0.753383816873245,0.004872696297472695,1358.6101900926885,4.383395100526132,42.27505467192745,46.62381079652158,85.84717725310375,0.09401623388650933,0.753383816873245,0.004872696297472695,0.0,0.0,0.0,1358.6101900926885,4.383395100526132,42.27505467192745,46.62381079652158,85.84717725310375,0.09401623388650933,0.753383816873245,0.004872696297472695,1358.6101900926885,4.383395100526132,42.27505467192745,46.62381079652158,85.84717725310375,0.09401623388650933,0.753383816873245,0.004872696297472695,0.0,0.0,0.0
39,1368.2121778667317,4.454951839058774,42.837360145480325,47.2923119845391,89.68845265586172,0.09420033938106465,0.7594874535920142,0.006486283460699478,1370.9364618996065,4.620364532906948,42.796000324752825,47.34420151311417,89.99360957778404,0.09759092740485072,0.7610909668751715,0.004564956734033486,0.0033905880237860703,0.0016035132831573318,-0.0019213267266659922,1368.2121778667317,4.454951839058774,42.837360145480325,47.2923119845391,89.68845265586172,0.09420033938106465,0.7594874535920142,0.006486283460699478,1368.2121778667317,4.454951839058774,42.837360145480325,47.2923119845391,89.68845265586172,0.09420033938106465,0.7594874535920142,0.006486283460699478,0.0,0.0,0.0,1368.2121778667317,4.454951839058774,42.837360145480325,47.2923119845391,89.68845265586172,0.09420033938106465,0.7594874535920142,0.006486283460699478,1368.2121778667317,4.454951839058774,42.837360145480325,47.2923119845391,89.68845265586172,0.09420033938106465,0.7594874535920142,0.006486283460699478,0.0,0.0,0.0
