,alpha,below_sixty_savings,sra_at_ret,ret_age,working_hours,cv,sra_at_63,base_below_sixty_savings,base_ret_age,base_sra_at_ret,base_working_hours
0,,2.157375802148648,67.0,66.69918925851167,988.2218108112743,0.00019065578337258514,67.0,2.194237531932125,66.73293546767806,67.0,991.4363992772456
1,,2.1729899909238926,67.25,67.25468450385189,998.5425553268199,0.00015811226051888407,67.25,2.2196297860790746,67.24286322965487,67.25,997.0939131359066
2,,2.207066159882201,67.5,67.2870748451943,999.2735397193567,0.00012076857646425069,67.5,2.239662084053291,67.28546429452808,67.5,999.07299787907
3,,2.2404132933496506,67.75,67.31886546793274,999.9642542682393,7.959647444157339e-05,67.75,2.2590853473359354,67.32518801212257,67.75,1000.8471604081866
4,,2.27293956204432,68.0,67.34924538471904,1000.626202801763,0.00013164400984570505,68.0,2.2795197870137787,67.36513106174614,68.0,1002.6729039279229
5,,2.282147303615326,68.25,67.93025463669345,1011.2112038456212,6.904623879548403e-06,68.25,2.2984016313807265,67.92287696932709,68.25,1009.7320760034113
6,,2.3168698798937073,68.5,67.96001718718198,1011.7627278485448,2.2233098406513937e-05,68.5,2.3176409186599387,67.95825371159782,68.5,1011.3603611695432
7,,2.3508375764782907,68.75,67.98944689514761,1012.366326504454,9.130108639972544e-06,68.75,2.3385263797065914,67.99165233915483,68.75,1012.8152179787731
8,,2.3836834455868594,69.0,68.01728137979426,1012.8931055389261,1.3563021351773768e-05,69.0,2.359556570455787,68.02602091633466,69.0,1014.4177926527316
9,,2.390692764938757,69.25,68.61177235105,1023.4621916622077,-7.206362455203774e-05,69.25,2.3759895259792696,68.60691321993707,69.25,1022.0201175373011
10,,2.4265498232994323,69.5,68.63825079270936,1023.987933023416,-7.726803476860835e-05,69.5,2.3952100865496506,68.63648287975911,69.5,1023.4284033927961
11,,2.461153829145251,69.75,68.6655142117094,1024.4299145745767,-0.00014432947262565306,69.75,2.4161164041171763,68.66670089917386,69.75,1024.7347908886998
12,,2.494813127461081,70.0,68.69089559906388,1024.822045705798,-0.00017941963461256597,70.0,2.436614791796422,68.69572563704448,70.0,1026.1161065762028
