sex,education,has_partner,age,children
1.0,0.0,0,44.0,1.0545023696682465
1.0,0.0,0,45.0,0.9752808988764045
1.0,0.0,0,46.0,0.8898488120950324
1.0,0.0,0,47.0,0.8336798336798337
1.0,0.0,0,48.0,0.7442348008385744
1.0,0.0,0,49.0,0.6724137931034483
1.0,0.0,0,50.0,0.5340909090909091
1.0,0.0,0,51.0,0.45057471264367815
1.0,0.0,0,52.0,0.35167464114832536
1.0,0.0,0,53.0,0.3123425692695214
1.0,0.0,0,54.0,0.2556179775280899
1.0,0.0,0,55.0,0.19373219373219372
1.0,0.0,0,56.0,0.15223880597014924
1.0,0.0,0,57.0,0.14461538461538462
1.0,0.0,0,58.0,0.12944983818770225
1.0,0.0,0,59.0,0.08090614886731391
1.0,0.0,0,60.0,0.061016949152542375
1.0,0.0,0,61.0,0.05964912280701754
1.0,0.0,0,62.0,0.06569343065693431
1.0,0.0,0,63.0,0.07326007326007326
1.0,0.0,0,64.0,0.08614232209737828
1.0,0.0,0,65.0,0.07630522088353414
1.0,0.0,0,66.0,0.043824701195219126
1.0,0.0,0,67.0,0.01171875
1.0,0.0,0,68.0,0.027237354085603113
1.0,0.0,0,69.0,0.0528169014084507
1.0,0.0,0,70.0,0.041811846689895474
1.0,0.0,0,71.0,0.03761755485893417
1.0,0.0,0,72.0,0.041791044776119404
1.0,0.0,0,73.0,0.03216374269005848
1.0,0.0,0,74.0,0.01639344262295082
1.0,0.0,0,75.0,0.019230769230769232
1.0,0.0,0,76.0,0.015665796344647518
1.0,0.0,0,77.0,0.020151133501259445
1.0,0.0,0,78.0,0.0158311345646438
1.0,0.0,0,79.0,0.01912568306010929
1.0,0.0,0,80.0,0.01729106628242075
1.0,0.0,0,81.0,0.020710059171597635
1.0,0.0,0,82.0,0.018808777429467086
1.0,0.0,0,83.0,0.031578947368421054
1.0,0.0,0,84.0,0.02
1.0,0.0,0,85.0,0.017699115044247787
1.0,0.0,1,30.0,1.769556025369979
1.0,0.0,1,31.0,1.922365988909427
1.0,0.0,1,32.0,1.950596252129472
1.0,0.0,1,33.0,2.0597014925373136
1.0,0.0,1,34.0,2.072108843537415
1.0,0.0,1,35.0,2.071045576407507
1.0,0.0,1,36.0,2.113756613756614
1.0,0.0,1,37.0,2.1399229781771503
1.0,0.0,1,38.0,2.106925880923451
1.0,0.0,1,39.0,1.9940546967895363
1.0,0.0,1,40.0,1.8741258741258742
1.0,0.0,1,41.0,1.827033218785796
1.0,0.0,1,42.0,1.7199100112485939
1.0,0.0,1,43.0,1.581757508342603
1.0,0.0,1,44.0,1.4260289210233592
1.0,0.0,1,45.0,1.3129855715871255
1.0,0.0,1,46.0,1.1404303510758778
1.0,0.0,1,47.0,0.9329479768786128
1.0,0.0,1,48.0,0.7718446601941747
1.0,0.0,1,49.0,0.6102683780630105
1.0,0.0,1,50.0,0.4729241877256318
1.0,0.0,1,51.0,0.362002567394095
1.0,0.0,1,52.0,0.2948717948717949
1.0,0.0,1,53.0,0.217753120665742
1.0,0.0,1,54.0,0.1529745042492918
1.0,0.0,1,55.0,0.09873060648801128
1.0,0.0,1,56.0,0.07194244604316546
1.0,0.0,1,57.0,0.024602026049204053
1.0,0.0,1,58.0,0.02631578947368421
1.0,0.0,1,59.0,0.024539877300613498
1.0,0.0,1,60.0,0.013293943870014771
1.0,0.0,1,61.0,0.01188707280832095
1.0,0.0,1,62.0,0.011782032400589101
1.0,0.0,1,63.0,0.01171303074670571
1.0,0.0,1,64.0,0.006153846153846154
1.0,0.0,1,65.0,0.007587253414264037
1.0,0.0,1,66.0,0.007587253414264037
1.0,0.0,1,67.0,0.006134969325153374
1.0,0.0,1,68.0,0.0125
1.0,0.0,1,69.0,0.008995502248875561
1.0,0.0,1,70.0,0.0106544901065449
1.0,0.0,1,71.0,0.009202453987730062
1.0,0.0,1,72.0,0.006191950464396285
1.0,0.0,1,73.0,0.012345679012345678
1.0,0.0,1,74.0,0.010703363914373088
1.0,0.0,1,75.0,0.009787928221859706
1.0,0.0,1,76.0,0.007259528130671506
1.0,0.0,1,77.0,0.01079913606911447
1.0,0.0,1,78.0,0.010050251256281407
1.0,0.0,1,79.0,0.008955223880597015
1.0,0.0,1,80.0,0.010869565217391304
1.0,0.0,1,81.0,0.013100436681222707
1.0,0.0,1,82.0,0.0
1.0,0.0,1,83.0,0.0
1.0,0.0,1,84.0,0.0
1.0,0.0,1,85.0,0.0
1.0,1.0,0,30.0,0.2283464566929134
1.0,1.0,0,31.0,0.264
1.0,1.0,0,32.0,0.3220338983050847
1.0,1.0,0,33.0,0.3879310344827586
1.0,1.0,0,34.0,0.4878048780487805
1.0,1.0,0,35.0,0.5416666666666666
1.0,1.0,0,36.0,0.6428571428571429
1.0,1.0,0,37.0,0.75
1.0,1.0,0,38.0,0.8387096774193549
1.0,1.0,0,39.0,0.8916666666666667
1.0,1.0,0,40.0,0.95
1.0,1.0,0,41.0,1.0538461538461539
1.0,1.0,0,42.0,1.0928571428571427
1.0,1.0,0,43.0,1.0986842105263157
1.0,1.0,0,44.0,1.0632183908045978
1.0,1.0,0,45.0,0.9585492227979274
1.0,1.0,0,46.0,1.0
1.0,1.0,0,47.0,0.9118942731277533
1.0,1.0,0,48.0,0.8464912280701754
1.0,1.0,0,49.0,0.7358490566037735
1.0,1.0,0,50.0,0.6590909090909091
1.0,1.0,0,51.0,0.5263157894736842
1.0,1.0,0,52.0,0.44148936170212766
1.0,1.0,0,53.0,0.38823529411764707
1.0,1.0,0,54.0,0.2662337662337662
1.0,1.0,0,55.0,0.18571428571428572
1.0,1.0,0,56.0,0.11278195488721804
1.0,1.0,0,57.0,0.061946902654867256
1.0,1.0,0,58.0,0.030303030303030304
1.0,1.0,0,59.0,0.022727272727272728
1.0,1.0,0,60.0,0.0
1.0,1.0,0,61.0,0.0
1.0,1.0,0,62.0,0.0
1.0,1.0,0,63.0,0.0
1.0,1.0,0,64.0,0.0
1.0,1.0,0,65.0,0.0
1.0,1.0,0,66.0,0.0
1.0,1.0,0,67.0,0.0
1.0,1.0,0,68.0,0.0
1.0,1.0,0,69.0,0.0392156862745098
1.0,1.0,0,70.0,0.03225806451612903
1.0,1.0,0,71.0,0.03076923076923077
1.0,1.0,0,72.0,0.03076923076923077
1.0,1.0,0,73.0,0.0
1.0,1.0,0,74.0,0.0
1.0,1.0,0,75.0,0.0
1.0,1.0,0,76.0,0.0
1.0,1.0,0,77.0,0.017857142857142856
1.0,1.0,0,78.0,0.019230769230769232
1.0,1.0,0,79.0,0.016666666666666666
1.0,1.0,0,80.0,0.02
1.0,1.0,0,81.0,0.0
1.0,1.0,0,82.0,0.0
1.0,1.0,0,83.0,0.0
1.0,1.0,0,84.0,0.03225806451612903
1.0,1.0,0,85.0,0.0
1.0,1.0,1,30.0,0.8687258687258688
1.0,1.0,1,31.0,1.0614334470989761
1.0,1.0,1,32.0,1.2738095238095237
1.0,1.0,1,33.0,1.4232954545454546
1.0,1.0,1,34.0,1.5634517766497462
1.0,1.0,1,35.0,1.680952380952381
1.0,1.0,1,36.0,1.8004434589800444
1.0,1.0,1,37.0,1.8701030927835052
1.0,1.0,1,38.0,1.9444444444444444
1.0,1.0,1,39.0,2.0211864406779663
1.0,1.0,1,40.0,2.0251572327044025
1.0,1.0,1,41.0,2.073170731707317
1.0,1.0,1,42.0,2.0185185185185186
1.0,1.0,1,43.0,1.9935205183585314
1.0,1.0,1,44.0,1.9223946784922394
1.0,1.0,1,45.0,1.8726415094339623
1.0,1.0,1,46.0,1.7315914489311164
1.0,1.0,1,47.0,1.5497512437810945
1.0,1.0,1,48.0,1.3604938271604938
1.0,1.0,1,49.0,1.1984126984126984
1.0,1.0,1,50.0,0.9626436781609196
1.0,1.0,1,51.0,0.851963746223565
1.0,1.0,1,52.0,0.6622073578595318
1.0,1.0,1,53.0,0.5331010452961672
1.0,1.0,1,54.0,0.4078014184397163
1.0,1.0,1,55.0,0.21245421245421245
1.0,1.0,1,56.0,0.10902255639097744
1.0,1.0,1,57.0,0.08333333333333333
1.0,1.0,1,58.0,0.05128205128205128
1.0,1.0,1,59.0,0.038461538461538464
1.0,1.0,1,60.0,0.021739130434782608
1.0,1.0,1,61.0,0.014423076923076924
1.0,1.0,1,62.0,0.01639344262295082
1.0,1.0,1,63.0,0.011904761904761904
1.0,1.0,1,64.0,0.006329113924050633
1.0,1.0,1,65.0,0.0
1.0,1.0,1,66.0,0.0
1.0,1.0,1,67.0,0.0
1.0,1.0,1,68.0,0.0
1.0,1.0,1,69.0,0.0
1.0,1.0,1,70.0,0.0
1.0,1.0,1,71.0,0.0
1.0,1.0,1,72.0,0.0
1.0,1.0,1,73.0,0.0
1.0,1.0,1,74.0,0.0
1.0,1.0,1,75.0,0.0
1.0,1.0,1,76.0,0.0
1.0,1.0,1,77.0,0.0
1.0,1.0,1,78.0,0.0
1.0,1.0,1,79.0,0.0
1.0,1.0,1,80.0,0.0
1.0,1.0,1,81.0,0.0
1.0,1.0,1,82.0,0.0
1.0,1.0,1,83.0,0.0
1.0,1.0,1,84.0,0.0
1.0,1.0,1,85.0,0.0
