age,sex,health,education,death_prob
34,0,1,1,0.0003515848535912138
34,1,1,1,0.00029181385393223274
35,0,0,0,0.001205681912472125
35,1,0,0,0.0005827233835424971
35,0,0,1,0.00085086137401076
35,1,0,1,0.0004664768753865878
35,0,1,0,0.0006180558449856971
35,1,1,0,0.00032031717055652314
35,0,1,1,0.0003867023654506565
35,1,1,1,0.0003213255839544196
36,0,0,0,0.0013237281289818906
36,1,0,0,0.0006399758757989674
36,0,0,1,0.000934167729474223
36,1,0,1,0.0005123081642110312
36,0,1,0,0.0006785686165032796
36,1,1,0,0.00035178828849144364
36,0,1,1,0.0004245637206593687
36,1,1,1,0.00035289577836693643
37,0,0,0,0.0014487359718300845
37,1,0,0,0.0007010640156433123
37,0,0,1,0.0010223869719026397
37,1,0,1,0.0005612099337342218
37,0,1,0,0.0007426500521971786
37,1,1,0,0.0003853678232452171
37,0,1,1,0.00046465790141236906
37,1,1,1,0.00038658102725611516
38,0,0,0,0.0015818393966470898
38,1,0,0,0.0007665779027044357
38,0,0,1,0.0011163193447397857
38,1,0,1,0.0006136545656021205
38,0,1,0,0.0008108814396342581
38,1,1,0,0.0004213801466361288
38,0,1,1,0.0005073486050663559
38,1,1,1,0.00042270672361836544
39,0,0,0,0.0017248326370252857
39,1,0,0,0.0008372872321504731
39,0,0,1,0.00121723105596632
39,1,0,1,0.0006702582097877205
39,0,1,0,0.0008841825376228472
39,1,1,0,0.0004602483523402027
39,0,1,1,0.0005532113021224346
39,1,1,1,0.0004616972931011781
40,0,0,0,0.0018800840813066114
40,1,0,0,0.000914179779447198
40,0,0,1,0.0013267935001167108
40,1,0,1,0.0007318115920896953
40,0,1,0,0.00096376742778994
40,1,1,0,0.000502515410575003
40,0,1,1,0.0006030056136420638
40,1,1,1,0.0005040974152854992
41,0,0,0,0.0020506511035324796
41,1,0,0,0.0009984998851164293
41,0,0,1,0.0014471642955899999
41,1,0,1,0.00079931082163105
41,0,1,0,0.0010512033791449293
41,1,1,0,0.0005488653227834349
41,0,1,1,0.000657712141359127
41,1,1,1,0.0005505932449681057
42,0,0,0,0.002240294417312516
42,1,0,0,0.0010917741112416355
42,0,0,1,0.0015809974143136468
42,1,0,1,0.0008739779291915537
42,0,1,0,0.0011484182061500727
42,1,1,0,0.0006001372247562799
42,0,1,1,0.0007185370714439404
42,1,1,1,0.0006020265596831875
43,0,0,0,0.002452301058587958
43,1,0,0,0.001195516191653483
43,0,0,1,0.001730612549308217
43,1,0,1,0.0009570246763847588
43,0,1,0,0.001257096906942229
43,1,1,0,0.0006571632007230516
43,0,1,1,0.0007865346658545288
43,1,1,1,0.0006592320632041427
44,0,0,0,0.0026892116621256134
44,1,0,0,0.0013111372341602198
44,0,0,1,0.001897802651074323
44,1,0,1,0.0010495806714944848
44,0,1,0,0.001378541859993992
44,1,1,0,0.0007207189224231273
44,0,1,1,0.0008625197908204573
44,1,1,1,0.0007229878692180377
45,0,0,0,0.002953796524592114
45,1,0,0,0.0014403049116261397
45,0,0,1,0.0020845227447341005
45,1,0,1,0.0011529809061288836
45,0,1,0,0.0015141731729054215
45,1,1,0,0.000791721092821226
45,0,1,1,0.0009473809727954319
45,1,1,1,0.0007942135666277692
46,0,0,0,0.0032490699584226566
46,1,0,0,0.001584917805465976
46,0,0,1,0.002292900059695056
46,1,0,1,0.001268745216888003
46,0,1,0,0.0016655360404745107
46,1,1,0,0.0008712133429848734
46,0,1,1,0.0010420850022213096
46,1,1,1,0.0008739560720304807
47,0,0,0,0.003578333353427217
47,1,0,0,0.0017471695469089153
47,0,0,1,0.002525264418641599
47,1,0,1,0.001398629631194873
47,0,1,0,0.0018343228189085844
47,1,1,0,0.0009604014898907383
47,0,1,1,0.001147690744820124
47,1,1,1,0.0009634249985215209
48,0,0,0,0.0039452756538717266
48,1,0,0,0.0019295488169985943
48,0,0,1,0.0027842191451819646
48,1,0,1,0.001544626367295503
48,0,1,0,0.0020224245323175677
48,1,1,0,0.001060653536424631
48,0,1,1,0.0012653813679421473
48,1,1,1,0.001063992655694443
49,0,0,0,0.004354791528996192
49,1,0,0,0.0021341337926889794
49,0,0,1,0.003073218454687387
49,1,0,1,0.0017083990301169736
49,0,1,0,0.0022323502827305817
49,1,1,0,0.0011731118355118172
49,0,1,1,0.0013967267551143942
49,1,1,1,0.0011768049927974717
50,0,0,0,0.004812995726883439
50,1,0,0,0.002362707601119584
50,0,0,1,0.00339657758395595
50,1,0,1,0.0018913750337633845
50,0,1,0,0.0024672346081664118
50,1,1,0,0.001298756554168419
50,0,1,1,0.0015436881098046314
50,1,1,1,0.0013028452625806276
51,0,0,0,0.005327007766428029
51,1,0,0,0.0026169635716603063
51,0,0,1,0.003759320846254905
51,1,0,1,0.0020949099081753204
51,0,1,0,0.0027307271115765076
51,1,1,0,0.001438518498481689
51,0,1,1,0.0017085488989612443
51,1,1,1,0.0014430472014683898
52,0,0,0,0.005905181599236071
52,1,0,0,0.002898402609889009
52,0,0,1,0.004167343705942196
52,1,0,1,0.002320205145800116
52,0,1,0,0.0030271101899724488
52,1,1,0,0.001593222701119874
52,0,1,1,0.0018939885132373783
52,1,1,1,0.0015982384394733651
53,0,0,0,0.006557349625393803
53,1,0,0,0.00320825622807471
53,0,0,1,0.004627584982751831
53,1,0,1,0.0025682465865945604
53,0,1,0,0.0033614241216238785
53,1,1,0,0.0017635461119646129
53,0,1,1,0.0021031605309790903
53,1,1,1,0.0017690980576315393
54,0,0,0,0.007294277246455496
54,1,0,0,0.00354806381655368
54,0,0,1,0.005147641924567758
54,1,0,1,0.002840266530504639
54,0,1,0,0.0037391874593807714
54,1,1,0,0.0019503349183679533
54,0,1,1,0.0023395177751930115
54,1,1,1,0.001956474907237893
55,0,0,0,0.008125021753595472
55,1,0,0,0.003922148496520278
55,0,0,1,0.005733906349276339
55,1,0,1,0.003139725686545328
55,0,1,0,0.00416504314570757
55,1,1,0,0.002155965496476897
55,0,1,1,0.0026059652209687195
55,1,1,1,0.002162752845679166
56,0,0,0,0.00905809499097598
56,1,0,0,0.004336616516308381
56,0,0,1,0.006392385147537818
56,1,0,1,0.0034715121778357027
56,0,1,0,0.004643354516390991
56,1,1,0,0.0023837943894545683
56,0,1,1,0.002905232900363459
56,1,1,1,0.002391298983092118
57,0,0,0,0.01010187961794061
57,1,0,0,0.0047990493733241196
57,0,0,1,0.00712899404303783
57,1,0,1,0.003841695081609741
57,0,1,0,0.005178418684583544
57,1,1,0,0.002637989070009803
57,0,1,1,0.0032400094115583927
57,1,1,1,0.002646293912104532
58,0,0,0,0.011264255908427088
58,1,0,0,0.0053188630051243515
58,0,0,1,0.007949294221227424
58,1,0,1,0.004257811965870389
58,0,1,0,0.005774275230971413
58,1,1,0,0.002923725384112629
58,0,1,1,0.0036128222209943746
58,1,1,1,0.0029329297731373783
59,0,0,0,0.012552214196511322
59,1,0,0,0.005907769606517536
59,0,0,1,0.008858218828399246
59,1,0,1,0.004729238579373352
59,0,1,0,0.006434507535871845
59,1,1,0,0.003247441407199878
59,0,1,1,0.00402591336174371
59,1,1,1,0.0032576649097933066
60,0,0,0,0.013970807043989446
60,1,0,0,0.006575993294987072
60,0,0,1,0.009859333506226827
60,1,0,1,0.005264159447593217
60,0,1,0,0.007161705640089096
60,1,1,0,0.003614757233601404
60,0,1,1,0.004480903358737512
60,1,1,1,0.0036261371094231517
61,0,0,0,0.015521642084160236
61,1,0,0,0.007325355682430879
61,0,0,1,0.01095377277706084
61,1,0,1,0.005864032792132733
61,0,1,0,0.00795669364751543
61,1,1,0,0.004026674185017128
61,0,1,1,0.004978307833544771
61,1,1,1,0.004039350846059308
62,0,0,0,0.017202709775400227
62,1,0,0,0.00815352202683895
62,0,0,1,0.012140118487962946
62,1,0,1,0.00652698962474049
62,0,1,0,0.008818441428285516
62,1,1,0,0.004481908877296447
62,0,1,1,0.005517482259204248
62,1,1,1,0.004496018695237722
63,0,0,0,0.019007622646120548
63,1,0,0,0.009053834465006906
63,0,0,1,0.013413862938522002
63,1,0,1,0.007247700248150099
63,0,1,0,0.009743674641041701
63,1,1,0,0.00497680155014175
63,0,1,1,0.006096377960732009
63,1,1,1,0.004992469375107597
64,0,0,0,0.020924825831986286
64,1,0,0,0.010014183126289426
64,0,0,1,0.01476685174934257
64,1,0,1,0.008016470569453142
64,0,1,0,0.010726470039058354
64,1,1,0,0.005504695529716928
64,0,1,1,0.006711288908100937
64,1,1,1,0.005522025255481747
65,0,0,0,0.022937252583066732
65,1,0,0,0.011016480174235323
65,0,0,1,0.016187040750112625
65,1,0,1,0.00881882106428429
65,0,1,0,0.011758078876550641
65,1,1,0,0.006055648114635414
65,0,1,1,0.007356741225904518
65,1,1,1,0.0060747123336441404
66,0,0,0,0.025038773797410332
66,1,0,0,0.012054798956049956
66,0,0,1,0.017670104574370248
66,1,0,1,0.009650007377851499
66,0,1,0,0.012835359257429317
66,1,1,0,0.006626401483591826
66,0,1,1,0.00803076910691098
66,1,1,1,0.006647262532109098
67,0,0,0,0.027244044774999615
67,1,0,0,0.013146598723797195
67,0,0,1,0.019226385608901445
67,1,0,1,0.010524005845375483
67,0,1,0,0.013965823771640804
67,1,1,0,0.007226552811470639
67,0,1,1,0.008738072994173346
67,1,1,1,0.0072493032393138685
68,0,0,0,0.02957528530464261
68,1,0,0,0.014318344163008099
68,0,0,1,0.020871564573338695
68,1,0,1,0.011462001756760985
68,0,1,0,0.015160862712267457
68,1,1,0,0.007870649469165816
68,0,1,1,0.009485779514377306
68,1,1,1,0.00789542762377134
69,0,0,0,0.032062365787185236
69,1,0,0,0.015605710644725736
69,0,0,1,0.02262672129814399
69,1,0,1,0.012492553663256209
69,0,1,0,0.016435788223950337
69,1,1,0,0.008578301848561067
69,0,1,1,0.010283469100425258
69,1,1,1,0.008605307814242706
70,0,0,0,0.034743869421797996
70,1,0,0,0.017055649574206373
70,0,0,1,0.024519084319733406
70,1,0,1,0.01365324671321372
70,0,1,0,0.01781037880010375
70,1,1,0,0.009375318663893862
70,0,1,1,0.011143516669972969
70,1,1,1,0.009404833775224901
71,0,0,0,0.03766735057561328
71,1,0,0,0.018726465360436255
71,0,0,1,0.026582213214426307
71,1,0,1,0.014990754267087712
71,0,1,0,0.019309011728183643
71,1,1,0,0.010293749261123015
71,0,1,1,0.012081174493181726
71,1,1,1,0.010326155749515344
72,0,0,0,0.04087508139206754
72,1,0,0,0.020656873670372604
72,0,0,1,0.028845939842247
72,1,0,1,0.016536068668519723
72,0,1,0,0.020953356525714253
72,1,1,0,0.011354875252152542
72,0,1,1,0.013110000655057573
72,1,1,1,0.01139062234718282
73,0,0,0,0.04440604697865596
73,1,0,0,0.022866758295858904
73,0,0,1,0.03133777637019922
73,1,0,1,0.0183051071251454
73,0,1,0,0.022763397712082953
73,1,1,0,0.012569626556946389
73,0,1,1,0.01424249897864852
73,1,1,1,0.012609197897454167
74,0,0,0,0.04830521800613793
74,1,0,0,0.02537341172167261
74,0,0,1,0.03408945903511019
74,1,0,1,0.020311712473024643
74,0,1,0,0.024762188122061695
74,1,1,0,0.013947508680092568
74,0,1,1,0.015493093056594269
74,1,1,1,0.013991417829876347
75,0,0,0,0.05262487126446098
75,1,0,0,0.028189713513627177
75,0,0,1,0.03713788007270437
75,1,0,1,0.02256619495503887
75,0,1,0,0.026976525848289964
75,1,1,0,0.015495601389103214
75,0,1,1,0.01687854979741502
75,1,1,1,0.015544384200284039
76,0,0,0,0.057425680556784986
76,1,0,0,0.03132175709180368
76,0,0,1,0.040525857572055686
76,1,0,1,0.02507343242514093
76,0,1,0,0.029437513454630203
76,1,1,0,0.01721725417558018
76,0,1,1,0.018418329311576144
76,1,1,1,0.017271457045053205
77,0,0,0,0.06278455391181366
77,1,0,0,0.034779163645803815
77,0,0,1,0.04430766627204709
77,1,0,1,0.027841126757993242
77,0,1,0,0.03218457548264264
77,1,1,0,0.01911775571047377
77,0,1,1,0.020137098566637018
77,1,1,1,0.019177941684777485
78,0,0,0,0.06883061873272328
78,1,0,0,0.03864584277720714
78,0,0,1,0.04857443262863056
78,1,0,1,0.030936448569818226
78,0,1,0,0.03528390513424508
78,1,1,0,0.021243230256031868
78,0,1,1,0.022076273023621175
78,1,1,1,0.021310107588794154
79,0,0,0,0.07573848983272415
79,1,0,0,0.043062443449737586
79,0,0,1,0.05344938400248377
79,1,0,1,0.03447198899901409
79,0,1,0,0.03882501333666411
79,1,1,0,0.0236709911299866
79,0,1,1,0.024291857471696172
79,1,1,1,0.023745511470421348
80,0,0,0,0.08372702064848021
80,1,0,0,0.048216027245757666
80,0,0,1,0.05908696737825549
80,1,0,1,0.0385974930273505
80,0,1,0,0.04292008859030448
80,1,1,0,0.026503864198734337
80,0,1,1,0.026854045500704818
80,1,1,1,0.026587302909520886
81,0,0,0,0.09307133178211241
81,1,0,0,0.054355359643608735
81,0,0,1,0.0656813380228679
81,1,0,1,0.04351210032609872
81,0,1,0,0.04771016303180012
81,1,1,0,0.029878593338366045
81,0,1,1,0.02985107745540458
81,1,1,1,0.029972656275361775
82,0,0,0,0.10411835624104304
82,1,0,0,0.06181302592544209
82,0,0,1,0.07347732991146108
82,1,0,1,0.04948204929858891
82,0,1,0,0.05337308122432952
82,1,1,0,0.033977997326291705
82,0,1,1,0.033394226311889146
82,1,1,1,0.034084965890224736
83,0,0,0,0.11723588320397224
83,1,0,0,0.07096234107605619
83,0,0,1,0.08273449542074225
83,1,0,1,0.05680618295088875
83,0,1,0,0.060097379007459206
83,1,1,0,0.03900728364694423
83,0,1,1,0.03760145431535707
83,1,1,1,0.03913008526690356
84,0,0,0,0.13264599572803024
84,1,0,0,0.08204511766077358
84,0,0,1,0.09360956070972538
84,1,0,1,0.06567807506618015
84,0,1,0,0.0679969004474489
84,1,1,0,0.04509937423020785
84,0,1,1,0.04254399090255314
84,1,1,1,0.045241354796318224
85,0,0,0,0.15051192600851723
85,1,0,0,0.0952538307846393
85,0,0,1,0.10621772031565882
85,1,0,1,0.07625180421437615
85,0,1,0,0.07715532152164516
85,1,1,0,0.052360070701333625
85,0,1,1,0.048274190077785904
85,1,1,1,0.05252490918538459
86,0,0,0,0.17094019410534558
86,1,0,0,0.11072783375784427
86,0,0,1,0.12063414647393828
86,1,0,1,0.0886389243480871
86,0,1,0,0.08762724647098083
86,1,1,0,0.060865974170365725
86,0,1,1,0.05482621637376498
86,1,1,1,0.061057590697580856
87,0,0,0,0.19394933086305735
87,1,0,0,0.12851166627411792
87,0,0,1,0.13687191658058798
87,1,0,1,0.1028750900124168
87,0,1,0,0.09942217456442835
87,1,1,0,0.07064156765802337
87,0,1,1,0.062206013249825776
87,1,1,1,0.07086395943037511
88,0,0,0,0.21943881613887317
88,1,0,0,0.148510694312538
88,0,0,1,0.15486009259969957
88,1,0,1,0.11888454556818584
88,0,1,0,0.11248857723450993
88,1,1,0,0.08163483179683945
88,0,1,1,0.07038134054661438
88,1,1,1,0.08189183225040843
89,0,0,0,0.24723981972868456
89,1,0,0,0.17057428852870046
89,0,0,1,0.174479529425125
89,1,0,1,0.13654671046567954
89,0,1,0,0.126739908856397
89,1,1,0,0.09376296715441604
89,0,1,1,0.0792980487918588
89,1,1,1,0.09405814905846685
90,0,0,0,0.27718015262309814
90,1,0,0,0.19461505003626348
90,0,0,1,0.19560871160937648
90,1,0,1,0.15579162087546455
90,0,1,0,0.14208790201677185
90,1,1,0,0.10697793144384062
90,0,1,1,0.08890091123250896
90,1,1,1,0.10731471632227779
91,0,0,0,0.30899833039529506
91,1,0,0,0.2204861594819052
91,0,0,1,0.21806310706618484
91,1,0,1,0.17650174619019252
91,0,1,0,0.15839851474594385
91,1,1,0,0.12119901954641156
91,0,1,1,0.09910606109961581
91,1,1,1,0.1215805748495824
92,0,0,0,0.342334544617594
92,1,0,0,0.24796550849660742
92,0,0,1,0.24158879551194073
92,1,0,1,0.19849928606599018
92,0,1,0,0.1754873022915259
92,1,1,0,0.13630414073035094
92,0,1,1,0.1097980958407697
92,1,1,1,0.1367332495460365
93,0,0,0,0.3767380694577209
93,1,0,0,0.2767583808004911
93,0,0,1,0.2658676953722391
93,1,0,1,0.22154831667819858
93,0,1,0,0.19312321388279535
93,1,1,0,0.15213129242710913
93,0,1,1,0.12083245266232903
93,1,1,1,0.15261022783121583
94,0,0,0,0.41169355796633844
94,1,0,0,0.3065158735738404
94,0,0,1,0.29053612132604323
94,1,0,1,0.24536953724406013
94,0,1,0,0.21104207271578868
94,1,1,0,0.1684886862733444
94,0,1,1,0.13204384262508437
94,1,1,1,0.1690191175591129
95,0,0,0,0.44684642652398626
95,1,0,0,0.3370405856625343
95,0,0,1,0.3153438402873836
95,1,0,1,0.26980492583383464
95,0,1,0,0.22906211237576862
95,1,1,0,0.18526781284427915
95,0,1,1,0.14331853894672525
95,1,1,1,0.18585106769866785
96,0,0,0,0.48203965816052824
96,1,0,0,0.3683300925267931
96,0,0,1,0.3401800438634569
96,1,0,1,0.29485254157510715
96,0,1,0,0.24710284292990073
96,1,1,0,0.20246733939483394
96,0,1,1,0.154606181052759
96,1,1,1,0.2031047413090912
97,0,0,0,0.517164924228591
97,1,0,0,0.4004415696893565
97,0,0,1,0.36496828348122284
97,1,0,1,0.3205581541417049
97,0,1,0,0.26510873302037335
97,1,1,0,0.22011869473357604
97,0,1,1,0.1658720243362109
97,1,1,1,0.2208116661422307
98,0,0,0,0.5521553356998504
98,1,0,0,0.4334809143771071
98,0,0,1,0.3896613549071625
98,1,0,1,0.34700653550074534
98,0,1,0,0.28304549403881196
98,1,1,0,0.2382800894987651
98,0,1,1,0.17709461525679973
98,1,1,1,0.2390302360934202
99,0,0,0,0.5869817542207666
99,1,0,0,0.46759382988537296
99,0,0,1,0.41423869492367005
99,1,0,1,0.3743143228421161
99,0,1,0,0.3008981891021693
99,1,1,0,0.25703161532327246
99,0,1,1,0.18826460817358753
99,1,1,1,0.2578407949377297
100,0,0,0,0.621235539502208
100,1,0,0,0.7276184091462135
100,0,0,1,0.43841192213073454
100,1,0,1,0.5824670359183078
100,0,1,0,0.31845734130233083
100,1,1,0,0.39996450570711717
100,0,1,1,0.19925093852900663
100,1,1,1,0.4012236625782189
