combination_id,ft_work_value,pt_work_value,unemployed_value,partner_retired_value,children_value,log_likelihood,disutil_ft_work_good_women,disutil_ft_work_bad_women,disutil_pt_work_good_women,disutil_pt_work_bad_women,disutil_unemployed_good_women,disutil_unemployed_bad_women,disutil_partner_retired_women,disutil_children_ft_work_low,disutil_children_ft_work_high
189,0.9,0.5,0.1,0.1,0.1,114980.77351283557,0.9,0.9,0.5,0.5,0.1,0.1,0.1,0.1,0.1
190,0.9,0.5,0.1,0.1,0.5,162590.18626995746,0.9,0.9,0.5,0.5,0.1,0.1,0.1,0.5,0.5
191,0.9,0.5,0.1,0.1,0.9,210278.5654378329,0.9,0.9,0.5,0.5,0.1,0.1,0.1,0.9,0.9
192,0.9,0.5,0.1,0.5,0.1,119547.15572340916,0.9,0.9,0.5,0.5,0.1,0.1,0.5,0.1,0.1
193,0.9,0.5,0.1,0.5,0.5,167153.73506343315,0.9,0.9,0.5,0.5,0.1,0.1,0.5,0.5,0.5
194,0.9,0.5,0.1,0.5,0.9,214840.66870097342,0.9,0.9,0.5,0.5,0.1,0.1,0.5,0.9,0.9
195,0.9,0.5,0.1,0.9,0.1,122724.89751795735,0.9,0.9,0.5,0.5,0.1,0.1,0.9,0.1,0.1
196,0.9,0.5,0.1,0.9,0.5,170333.85995427772,0.9,0.9,0.5,0.5,0.1,0.1,0.9,0.5,0.5
197,0.9,0.5,0.1,0.9,0.9,218023.17757031712,0.9,0.9,0.5,0.5,0.1,0.1,0.9,0.9,0.9
198,0.9,0.5,0.5,0.1,0.1,64356.74821727384,0.9,0.9,0.5,0.5,0.5,0.5,0.1,0.1,0.1
199,0.9,0.5,0.5,0.1,0.5,111045.62204414039,0.9,0.9,0.5,0.5,0.5,0.5,0.1,0.5,0.5
200,0.9,0.5,0.5,0.1,0.9,158612.5624611365,0.9,0.9,0.5,0.5,0.5,0.5,0.1,0.9,0.9
201,0.9,0.5,0.5,0.5,0.1,64097.044089523464,0.9,0.9,0.5,0.5,0.5,0.5,0.5,0.1,0.1
202,0.9,0.5,0.5,0.5,0.5,110793.93592734667,0.9,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5
203,0.9,0.5,0.5,0.5,0.9,158360.9412019995,0.9,0.9,0.5,0.5,0.5,0.5,0.5,0.9,0.9
204,0.9,0.5,0.5,0.9,0.1,67248.83083293529,0.9,0.9,0.5,0.5,0.5,0.5,0.9,0.1,0.1
205,0.9,0.5,0.5,0.9,0.5,113950.03607197912,0.9,0.9,0.5,0.5,0.5,0.5,0.9,0.5,0.5
206,0.9,0.5,0.5,0.9,0.9,161517.1840271011,0.9,0.9,0.5,0.5,0.5,0.5,0.9,0.9,0.9
207,0.9,0.5,0.9,0.1,0.1,78715.71578939413,0.9,0.9,0.5,0.5,0.9,0.9,0.1,0.1,0.1
208,0.9,0.5,0.9,0.1,0.5,125419.5646289869,0.9,0.9,0.5,0.5,0.9,0.9,0.1,0.5,0.5
209,0.9,0.5,0.9,0.1,0.9,172988.20385646546,0.9,0.9,0.5,0.5,0.9,0.9,0.1,0.9,0.9
210,0.9,0.5,0.9,0.5,0.1,78096.83826634416,0.9,0.9,0.5,0.5,0.9,0.9,0.5,0.1,0.1
211,0.9,0.5,0.9,0.5,0.5,124808.73808247934,0.9,0.9,0.5,0.5,0.9,0.9,0.5,0.5,0.5
212,0.9,0.5,0.9,0.5,0.9,172377.04385892864,0.9,0.9,0.5,0.5,0.9,0.9,0.5,0.9,0.9
213,0.9,0.5,0.9,0.9,0.1,79932.1143232137,0.9,0.9,0.5,0.5,0.9,0.9,0.9,0.1,0.1
214,0.9,0.5,0.9,0.9,0.5,126648.75719920977,0.9,0.9,0.5,0.5,0.9,0.9,0.9,0.5,0.5
215,0.9,0.5,0.9,0.9,0.9,174218.98094762774,0.9,0.9,0.5,0.5,0.9,0.9,0.9,0.9,0.9
216,0.9,0.9,0.1,0.1,0.1,178395.63227096357,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1
217,0.9,0.9,0.1,0.1,0.5,227258.20701352754,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.5,0.5
218,0.9,0.9,0.1,0.1,0.9,275377.4522793743,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.9,0.9
219,0.9,0.9,0.1,0.5,0.1,182895.26293258253,0.9,0.9,0.9,0.9,0.1,0.1,0.5,0.1,0.1
220,0.9,0.9,0.1,0.5,0.5,231753.64788533922,0.9,0.9,0.9,0.9,0.1,0.1,0.5,0.5,0.5
221,0.9,0.9,0.1,0.5,0.9,279870.4701327988,0.9,0.9,0.9,0.9,0.1,0.1,0.5,0.9,0.9
222,0.9,0.9,0.1,0.9,0.1,185829.8912720166,0.9,0.9,0.9,0.9,0.1,0.1,0.9,0.1,0.1
223,0.9,0.9,0.1,0.9,0.5,234689.84413362082,0.9,0.9,0.9,0.9,0.1,0.1,0.9,0.5,0.5
224,0.9,0.9,0.1,0.9,0.9,282808.1047786899,0.9,0.9,0.9,0.9,0.1,0.1,0.9,0.9,0.9
225,0.9,0.9,0.5,0.1,0.1,76879.5496440132,0.9,0.9,0.9,0.9,0.5,0.5,0.1,0.1,0.1
226,0.9,0.9,0.5,0.1,0.5,119411.8871572958,0.9,0.9,0.9,0.9,0.5,0.5,0.1,0.5,0.5
227,0.9,0.9,0.5,0.1,0.9,166337.17162479088,0.9,0.9,0.9,0.9,0.5,0.5,0.1,0.9,0.9
228,0.9,0.9,0.5,0.5,0.1,77377.35104719675,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.1,0.1
229,0.9,0.9,0.5,0.5,0.5,119916.58141273158,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.5,0.5
230,0.9,0.9,0.5,0.5,0.9,166857.60790008976,0.9,0.9,0.9,0.9,0.5,0.5,0.5,0.9,0.9
231,0.9,0.9,0.5,0.9,0.1,78456.86108938357,0.9,0.9,0.9,0.9,0.5,0.5,0.9,0.1,0.1
232,0.9,0.9,0.5,0.9,0.5,120981.94720768233,0.9,0.9,0.9,0.9,0.5,0.5,0.9,0.5,0.5
233,0.9,0.9,0.5,0.9,0.9,167907.90847158467,0.9,0.9,0.9,0.9,0.5,0.5,0.9,0.9,0.9
234,0.9,0.9,0.9,0.1,0.1,41699.725420467454,0.9,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1
235,0.9,0.9,0.9,0.1,0.5,73911.11093520856,0.9,0.9,0.9,0.9,0.9,0.9,0.1,0.5,0.5
236,0.9,0.9,0.9,0.1,0.9,119205.00671712088,0.9,0.9,0.9,0.9,0.9,0.9,0.1,0.9,0.9
237,0.9,0.9,0.9,0.5,0.1,39928.09163762306,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.1,0.1
238,0.9,0.9,0.9,0.5,0.5,72321.92672068068,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.5,0.5
239,0.9,0.9,0.9,0.5,0.9,117643.76634124722,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.9,0.9
240,0.9,0.9,0.9,0.9,0.1,40103.269385794905,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.1,0.1
241,0.9,0.9,0.9,0.9,0.5,72626.73228818491,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.5
242,0.9,0.9,0.9,0.9,0.9,117971.83275861177,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
