age,sex,health,education,death_prob
92,1,1,0,0.24501179548723756
92,0,1,1,0.23896343651501656
92,1,1,1,0.19591963926533948
93,0,0,0,0.18815345699636757
93,1,0,0,0.15006025622526656
93,0,0,1,0.11921743684123545
93,1,0,1,0.15288007181808766
93,0,1,0,0.36950441509554144
93,1,1,0,0.2734616931491368
93,0,1,1,0.2629784962081888
93,1,1,1,0.21866913047236777
94,0,0,0,0.20561119895846913
94,1,0,0,0.16619496902881248
94,0,0,1,0.1302789782180575
94,1,0,1,0.16931797559233822
94,0,1,0,0.403788731926987
94,1,1,0,0.30286472092425404
94,0,1,1,0.28737884899295163
94,1,1,1,0.24218077644661146
95,0,0,0,0.22316751799992085
95,1,0,0,0.18274567330733585
95,0,0,1,0.14140297981707814
95,1,0,1,0.18617968782973573
95,0,1,0,0.43826663896202794
95,1,1,0,0.3330258290595179
95,0,1,1,0.3119169810803217
95,1,1,1,0.26629860887158785
96,0,0,0,0.24074399548418643
96,1,0,0,0.19971105445905482
96,0,0,1,0.152539754170431
96,1,0,1,0.20346386922552437
96,0,1,0,0.4727841340744823
96,1,1,0,0.363942621895757
96,0,1,1,0.336483288238518
96,1,1,1,0.291020712097972
97,0,0,0,0.2582865290755916
97,1,0,0,0.21712211343710153
97,0,0,1,0.16365502105871874
97,1,0,1,0.22120210327862977
97,0,1,0,0.5072349686085041
97,1,1,0,0.39567159389290363
97,0,1,1,0.3610021526654333
97,1,1,1,0.31639226098842055
98,0,0,0,0.27576171253533394
98,1,0,0,0.23503626843041606
98,0,0,1,0.17472761368422154
98,1,0,1,0.23945288713592894
98,0,1,0,0.5415535378554356
98,1,1,0,0.4283173808523358
98,0,1,1,0.38542688309860296
98,1,1,1,0.34249692583488595
99,0,0,0,0.29315499336024425
99,1,0,0,0.2535325207460827
99,0,0,1,0.18574831131746058
99,1,0,1,0.2582967066356085
99,0,1,0,0.5757112629400458
99,1,1,0,0.46202395048235745
99,0,1,1,0.4097371397820607
99,1,1,1,0.3694498280396693
100,0,0,0,0.31026228523863447
100,1,0,0,0.3945195971839848
100,0,0,1,0.19658780117640026
100,1,0,1,0.40193310253041636
100,0,1,0,0.6093073497741842
100,1,1,0,0.7189511716179684
100,0,1,1,0.4336476751726514
100,1,1,1,0.5748974408055494
