sex,education,experience,has_partner,credited_periods,pgexpft,experience_men,experience_women,very_long,predicted_credited_periods
1,0,44.291500091552734,1,56.68196347031964,39.58300018310547,0.0,44.291500091552734,True,63.520384380047
1,0,37.66699981689453,1,50.0972602739726,33.66699981689453,0.0,37.66699981689453,True,54.01989776518364
1,0,14.25,1,28.15456621004566,14.0,0.0,14.25,False,20.436550479090744
1,0,10.0,1,33.516438356164386,6.5,0.0,10.0,False,14.341438932695258
1,0,30.0,1,37.83881278538813,18.0,0.0,30.0,False,43.02431679808578
1,0,3.0,0,17.915068493150685,3.0,0.0,3.0,False,4.302431679808578
0,0,42.0,1,46.916666666666664,42.0,42.0,0.0,True,45.22555732387875
1,1,41.0,0,39.59155251141552,41.0,0.0,41.0,False,58.79989962405056
0,0,41.0,1,47.5,41.0,41.0,0.0,True,44.14875833997687
1,0,29.5,1,46.25547945205479,29.0,0.0,29.5,True,42.30724485145101
0,0,46.0,1,42.416666666666664,46.0,46.0,0.0,False,49.53275325948625
1,0,20.5,0,41.941095890410956,16.0,0.0,20.5,False,29.39994981202528
1,0,14.5,1,48.27602739726028,14.0,0.0,14.5,True,20.795086452408125
1,1,0.0,0,26.916666666666668,0.0,0.0,0.0,False,0.0
0,0,43.0,0,32.583333333333336,43.0,43.0,0.0,False,46.30235630778063
1,0,24.916500091552734,0,59.74178082191781,9.0,0.0,24.916500091552734,True,35.73384644794994
0,0,30.0,1,47.666666666666664,25.5,30.0,0.0,True,32.30396951705625
1,1,30.0,1,47.93173515981735,30.0,0.0,30.0,True,43.02431679808578
1,0,36.0,1,50.036757990867585,36.0,0.0,36.0,True,51.62918015770293
1,0,40.0,0,59.7851598173516,37.0,0.0,40.0,True,57.36575573078103
1,0,23.916500091552734,0,58.41438356164384,5.5,0.0,23.916500091552734,True,34.29970255468041
0,0,35.0,1,33.583333333333336,35.0,35.0,0.0,False,37.68796443656562
0,1,37.0,0,38.166666666666664,37.0,37.0,0.0,False,39.84156240436938
1,0,18.0,1,44.15981735159817,18.0,0.0,18.0,False,25.814590078851467
1,0,31.5,1,50.00547945205479,27.0,0.0,31.5,True,45.17553263799007
0,0,34.0,0,37.5,34.0,34.0,0.0,False,36.61116545266375
0,0,44.16699981689453,1,42.916666666666664,44.16699981689453,44.16699981689453,0.0,False,47.55898052482633
1,1,39.666500091552734,0,29.488812785388127,39.0,0.0,39.666500091552734,False,56.887468873675445
1,0,44.458499908447266,0,66.24406392694064,36.0,0.0,44.458499908447266,True,63.75988614762342
1,0,21.0,1,40.172146118721464,21.0,0.0,21.0,False,30.117021758660044
1,0,32.25,1,56.00821917808219,26.0,0.0,32.25,True,46.25114055794221
1,0,40.0,1,42.333333333333336,40.0,0.0,40.0,False,57.36575573078103
0,1,33.58300018310547,1,41.833333333333336,33.58300018310547,33.58300018310547,0.0,False,36.162140473544454
1,0,36.0,0,57.79931506849315,29.0,0.0,36.0,True,51.62918015770293
1,0,27.0,0,52.34155251141553,25.0,0.0,27.0,True,38.7218851182772
1,0,21.5,0,48.17214611872146,12.0,0.0,21.5,True,30.834093705294805
1,0,20.583499908447266,0,52.227168949771695,9.0,0.0,20.583499908447266,True,29.51970069581349
0,0,27.375,0,25.5,7.0,27.375,0.0,False,29.47737218431383
1,0,45.75,1,56.09155251141553,45.75,0.0,45.75,True,65.61208311708081
1,0,40.291500091552734,0,44.583333333333336,39.0,0.0,40.291500091552734,False,57.78380880696889
0,1,29.0,1,36.5,29.0,29.0,0.0,False,31.227170533154375
0,1,42.041500091552734,1,38.166666666666664,40.0,42.041500091552734,0.0,False,45.270244580294566
1,0,38.625,1,60.08881278538813,38.25,0.0,38.625,True,55.39380787753544
0,0,45.0,1,46.0,45.0,45.0,0.0,True,48.455954275584375
1,0,26.0,1,27.666666666666668,26.0,0.0,26.0,False,37.28774122500767
0,0,34.5,1,33.666666666666664,34.5,34.5,0.0,False,37.14956494461469
1,0,23.541500091552734,1,55.33881278538813,7.0,0.0,23.541500091552734,True,33.761898594704334
0,0,39.0,1,43.083333333333336,39.0,39.0,0.0,False,41.995160372173125
1,0,46.08300018310547,0,62.95776255707762,46.08300018310547,0.0,46.08300018310547,True,66.08965329613915
0,1,39.0,1,41.916666666666664,39.0,39.0,0.0,False,41.995160372173125
0,1,36.0,1,31.333333333333332,36.0,36.0,0.0,False,38.7647634204675
0,0,38.0,1,44.333333333333336,33.0,38.0,0.0,False,40.91836138827125
1,0,36.0,1,40.666666666666664,36.0,0.0,36.0,False,51.62918015770293
0,0,40.0,0,31.833333333333332,39.5,40.0,0.0,False,43.071959356075
1,0,8.0,1,28.802739726027397,8.0,0.0,8.0,False,11.473151146156207
1,0,3.0,1,21.913013698630138,3.0,0.0,3.0,False,4.302431679808578
0,0,48.0,1,48.0,48.0,48.0,0.0,True,51.686351227290004
1,0,16.5,1,25.128538812785386,6.5,0.0,16.5,False,23.663374238947178
1,0,4.0,0,28.862785388127854,4.0,0.0,4.0,False,5.736575573078103
0,0,25.0,0,36.166666666666664,25.0,25.0,0.0,False,26.919974597546876
1,0,43.5,0,36.34977168949772,43.0,0.0,43.5,False,62.38525935722438
0,1,35.66699981689453,1,33.333333333333336,33.66699981689453,35.66699981689453,0.0,False,38.40618916166039
0,0,21.0,0,41.0,21.0,21.0,0.0,False,22.612778661939377
1,0,34.541500091552734,1,59.855707762557074,34.33300018310547,0.0,34.541500091552734,True,49.537481420669124
0,0,36.0,0,48.916666666666664,36.0,36.0,0.0,True,38.7647634204675
1,0,44.083499908447266,1,58.00753424657535,43.0,0.0,44.083499908447266,True,63.222082187647345
0,0,39.0,0,20.916666666666668,39.0,39.0,0.0,False,41.995160372173125
0,0,9.0,0,25.666666666666668,0.0,9.0,0.0,False,9.691190855116876
0,1,36.0,1,35.416666666666664,36.0,36.0,0.0,False,38.7647634204675
1,1,13.0,1,34.102739726027394,4.0,0.0,13.0,False,18.643870612503836
0,1,28.916500091552734,1,35.583333333333336,28.5,28.916500091552734,0.0,False,31.13725791658246
1,1,22.0,1,44.83881278538813,22.0,0.0,22.0,False,31.55116565192957
0,1,40.5,0,41.75,40.5,40.5,0.0,False,43.61035884802594
1,0,24.0,1,32.083333333333336,11.0,0.0,24.0,False,34.41945343846862
1,0,17.5,0,43.97534246575343,9.0,0.0,17.5,False,25.097518132216702
0,1,42.58300018310547,1,44.75,42.58300018310547,42.58300018310547,0.0,False,45.853331328661326
1,0,22.0,1,34.48447488584475,9.0,0.0,22.0,False,31.55116565192957
0,0,42.0,1,41.5,41.0,42.0,0.0,False,45.22555732387875
0,0,45.0,0,48.5,45.0,45.0,0.0,True,48.455954275584375
0,0,40.5,0,5.083333333333333,40.5,40.5,0.0,False,43.61035884802594
0,0,4.0,0,13.333333333333334,4.0,4.0,0.0,False,4.3071959356075
0,0,44.0,0,46.833333333333336,44.0,44.0,0.0,True,47.3791552916825
1,0,22.0,0,52.539726027397265,22.0,0.0,22.0,True,31.55116565192957
1,0,40.0,1,58.986073059360734,40.0,0.0,40.0,True,57.36575573078103
1,0,24.5,0,51.1851598173516,24.5,0.0,24.5,True,35.13652538510338
0,0,45.0,1,50.75,45.0,45.0,0.0,True,48.455954275584375
1,1,34.75,1,52.92214611872146,28.0,0.0,34.75,True,49.836500291116025
1,1,29.791500091552734,0,51.09155251141553,25.5,0.0,29.791500091552734,True,42.72529792763888
0,0,50.458499908447266,0,47.083333333333336,47.91699981689453,50.458499908447266,0.0,True,54.333661430628865
0,0,43.5,0,37.25,42.0,43.5,0.0,False,46.84075579973156
0,0,44.041500091552734,0,49.416666666666664,44.0,44.041500091552734,0.0,True,47.42384254809832
0,0,29.0,0,40.5,29.0,29.0,0.0,False,31.227170533154375
0,0,42.0,0,41.333333333333336,42.0,42.0,0.0,False,45.22555732387875
0,0,29.5,1,41.166666666666664,29.0,29.5,0.0,False,31.765570025105312
1,0,22.208499908447266,0,31.145662100456622,13.0,0.0,22.208499908447266,False,31.85018452237647
1,0,14.083499908447266,0,28.648173515981735,3.0,0.0,14.083499908447266,False,20.19776538956157
0,0,45.25,1,35.083333333333336,39.25,45.25,0.0,False,48.725154021559845
1,0,10.166500091552734,0,48.72328767123288,0.0,0.0,10.166500091552734,True,14.58022402222443
1,1,20.041500091552734,1,39.422146118721464,11.083000183105469,0.0,20.041500091552734,False,28.742394968260996
0,0,16.0,1,44.5,16.0,16.0,0.0,False,17.22878374243
1,0,16.583499908447266,0,44.310273972602744,3.0,0.0,16.583499908447266,False,23.783125122735388
0,0,45.25,1,48.666666666666664,44.75,45.25,0.0,True,48.725154021559845
0,0,42.66699981689453,1,48.5,42.66699981689453,42.66699981689453,0.0,True,45.94378204897352
0,0,33.25,1,44.666666666666664,33.25,33.25,0.0,False,35.803566214737344
0,0,48.458499908447266,1,45.083333333333336,43.0,48.458499908447266,0.0,True,52.18006346282512
0,0,46.41699981689453,1,49.416666666666664,46.41699981689453,46.41699981689453,0.0,True,49.98177823860555
1,0,11.666500091552734,1,39.050228310502284,6.0,0.0,11.666500091552734,False,16.731439862128717
0,0,42.5,0,45.333333333333336,42.5,42.5,0.0,True,45.76395681582969
0,0,40.041500091552734,1,46.166666666666664,39.25,40.041500091552734,0.0,True,43.11664661249082
1,0,1.0,1,20.48082191780822,1.0,0.0,1.0,False,1.4341438932695258
1,0,34.58300018310547,1,51.79497716894977,34.58300018310547,0.0,34.58300018310547,True,49.596998523539604
1,1,37.333499908447266,1,43.916666666666664,37.25,0.0,37.333499908447266,False,53.54161090807805
1,1,13.75,1,43.50114155251141,2.0,0.0,13.75,False,19.71947853245598
1,0,47.458499908447266,1,29.25,45.75,0.0,47.458499908447266,False,68.062317827432
1,1,23.833499908447266,1,52.21529680365296,23.16699981689453,0.0,23.833499908447266,True,34.18066834893945
0,0,45.5,1,46.5,45.5,45.5,0.0,True,48.994353767535316
0,1,28.75,1,40.0,28.25,28.75,0.0,False,30.957970787178905
1,0,34.125,1,59.66598173515982,25.25,0.0,34.125,True,48.94016035782257
0,0,39.66699981689453,1,44.666666666666664,39.66699981689453,39.66699981689453,0.0,False,42.713385097267896
0,0,47.083499908447266,1,25.5,46.66699981689453,47.083499908447266,0.0,False,50.69946485996004
0,0,25.33300018310547,1,42.166666666666664,25.33300018310547,25.33300018310547,0.0,False,27.278548856353982
0,0,36.5,0,42.583333333333336,36.0,36.5,0.0,False,39.303162912418436
1,0,39.916500091552734,1,60.71986301369863,37.25,0.0,39.916500091552734,True,57.246004846992825
0,0,40.333499908447266,1,50.333333333333336,37.5,40.333499908447266,0.0,True,43.431071718622384
0,0,41.91699981689453,0,44.5,41.41699981689453,41.91699981689453,0.0,False,45.136182811047114
1,1,41.333499908447266,0,56.96095890410959,40.91699981689453,0.0,41.333499908447266,True,59.278186481156155
1,1,35.75,1,31.03767123287671,33.75,0.0,35.75,False,51.270644184385546
1,0,40.66699981689453,1,57.75547945205479,40.66699981689453,0.0,40.66699981689453,True,58.32232944499222
0,0,39.33300018310547,1,45.916666666666664,39.33300018310547,39.33300018310547,0.0,True,42.353734630980234
1,1,40.5004997253418,1,24.91392694063927,39.66699981689453,0.0,40.5004997253418,False,58.08354435546305
0,0,42.58300018310547,1,49.333333333333336,42.58300018310547,42.58300018310547,0.0,True,45.853331328661326
1,0,30.0,1,54.22534246575343,30.0,0.0,30.0,True,43.02431679808578
1,0,21.04199981689453,1,61.22671232876712,16.66699981689453,0.0,21.04199981689453,True,30.17725553957777
0,0,44.791500091552734,1,46.166666666666664,43.5,44.791500091552734,0.0,True,48.231441786024725
1,1,38.3745002746582,0,41.25,36.08300018310547,0.0,38.3745002746582,False,55.0345552261708
0,0,45.166500091552734,0,31.666666666666668,43.58300018310547,45.166500091552734,0.0,False,48.63524140498793
0,0,46.0,1,48.833333333333336,46.0,46.0,0.0,True,49.53275325948625
1,0,35.58300018310547,1,54.647488584474885,35.33300018310547,0.0,35.58300018310547,True,51.031142416809125
0,1,35.91699981689453,0,39.666666666666664,35.41699981689453,35.91699981689453,0.0,False,38.67538890763586
1,0,37.333499908447266,0,57.641780821917806,34.75,0.0,37.333499908447266,True,53.54161090807805
0,0,36.58300018310547,1,46.583333333333336,36.58300018310547,36.58300018310547,0.0,True,39.392537425250076
1,0,25.083499908447266,1,52.361415525114154,19.66699981689453,0.0,25.083499908447266,True,35.97334821552636
1,0,31.0,1,51.5675799086758,30.5,0.0,31.0,True,44.4584606913553
0,1,28.66699981689453,1,29.166666666666668,27.66699981689453,28.66699981689453,0.0,False,30.86859627434727
1,0,32.5,1,33.5,32.5,0.0,32.5,False,46.60967653125959
0,0,46.083499908447266,1,8.333333333333334,44.0,46.083499908447266,0.0,False,49.622665876058164
0,1,38.66699981689453,1,42.083333333333336,35.16699981689453,38.66699981689453,0.0,False,41.636586113366015
1,1,42.66699981689453,1,55.67488584474886,42.66699981689453,0.0,42.66699981689453,True,61.19061723153127
1,0,36.58300018310547,1,32.333333333333336,36.33300018310547,0.0,36.58300018310547,False,52.46528631007865
1,1,40.583499908447266,1,36.99977168949771,39.75,0.0,40.583499908447266,False,58.20257856120401
1,0,42.1245002746582,1,13.69337899543379,38.83300018310547,0.0,42.1245002746582,False,60.41259482593153
0,1,38.166500091552734,1,31.833333333333332,36.0,38.166500091552734,0.0,False,41.097648517674806
1,1,18.791500091552734,1,46.16438356164384,5.0,0.0,18.791500091552734,True,26.94971510167409
0,0,45.91699981689453,1,47.666666666666664,45.91699981689453,45.91699981689453,0.0,True,49.44337874665461
0,1,43.58300018310547,1,15.083333333333334,43.58300018310547,43.58300018310547,0.0,False,46.9301303125632
1,0,7.0,1,34.071917808219176,7.0,0.0,7.0,False,10.03900725288668
0,0,39.41699981689453,1,45.083333333333336,38.91699981689453,39.41699981689453,0.0,True,42.444185351292425
1,0,17.333499908447266,1,19.699086757990866,0.0,0.0,17.333499908447266,False,24.858733042687533
0,0,45.083499908447266,1,47.25,41.0,45.083499908447266,0.0,True,48.54586689215629
1,0,4.0,0,45.63127853881278,0.0,0.0,4.0,True,5.736575573078103
0,1,45.0,0,44.5,45.0,45.0,0.0,False,48.455954275584375
0,1,36.6254997253418,1,28.25,36.16699981689453,36.6254997253418,0.0,False,39.43830088914645
1,0,21.958499908447266,1,46.58881278538813,5.25,0.0,21.958499908447266,True,31.49164854905909
1,0,42.458499908447266,0,46.68835616438356,39.0,0.0,42.458499908447266,True,60.89159836108437
0,0,43.291500091552734,1,10.333333333333334,41.58300018310547,43.291500091552734,0.0,False,46.61624331017191
0,0,33.66699981689453,1,45.916666666666664,33.66699981689453,33.66699981689453,0.0,True,36.252591193856645
1,0,4.0,1,17.895662100456622,4.0,0.0,4.0,False,5.736575573078103
0,0,44.375,1,63.62625570776255,43.5,44.375,0.0,True,47.78295491064571
1,0,27.5,1,44.882876712328766,26.0,0.0,27.5,False,39.43895706491196
1,0,22.666500091552734,0,20.721689497716895,3.0,0.0,22.666500091552734,False,32.5070226880935
0,0,44.33300018310547,1,48.666666666666664,44.33300018310547,44.33300018310547,0.0,True,47.737729550489604
0,0,36.0,0,41.166666666666664,36.0,36.0,0.0,False,38.7647634204675
0,1,36.41699981689453,0,25.166666666666668,36.41699981689453,36.41699981689453,0.0,False,39.2137883995868
1,0,27.125,1,47.4216894977169,9.5,0.0,27.125,True,38.90115310493589
0,0,42.5,1,49.75,41.0,42.5,0.0,True,45.76395681582969
0,0,40.5,1,43.166666666666664,40.5,40.5,0.0,False,43.61035884802594
1,1,19.791500091552734,1,38.166666666666664,5.0,0.0,19.791500091552734,False,28.383858994943616
0,0,32.833499908447266,1,28.5,30.0,32.833499908447266,0.0,False,35.35507933935832
0,0,42.6254997253418,0,29.25,39.41699981689453,42.6254997253418,0.0,False,45.8990947925577
1,0,21.583499908447266,0,39.55958904109589,4.0,0.0,21.583499908447266,False,30.953844589083015
0,0,48.70800018310547,1,49.833333333333336,48.33300018310547,48.70800018310547,0.0,True,52.44872510506031
1,0,45.916500091552734,1,62.605707762557074,44.25,0.0,45.916500091552734,True,65.85086820660997
0,0,43.6254997253418,1,46.0,43.16699981689453,43.6254997253418,0.0,True,46.97589377645957
1,0,44.58300018310547,1,47.416666666666664,44.08300018310547,0.0,44.58300018310547,True,63.93843745623486
0,0,35.5,1,37.0,35.0,35.5,0.0,False,38.22636392851656
1,0,34.625,1,28.005479452054793,26.0,0.0,34.625,False,49.65723230445733
1,0,37.0,0,54.42214611872146,37.0,0.0,37.0,True,53.063324050972454
1,0,39.916500091552734,1,55.33881278538813,39.5,0.0,39.916500091552734,True,57.246004846992825
0,0,43.0,1,49.75,43.0,43.0,0.0,True,46.30235630778063
1,0,33.5,1,51.59155251141553,29.0,0.0,33.5,True,48.043820424529116
1,1,4.25,0,22.065981735159816,4.0,0.0,4.25,False,6.095111546395485
0,0,46.0,1,48.75,46.0,46.0,0.0,True,49.53275325948625
1,0,35.416500091552734,1,51.84155251141553,31.08300018310547,0.0,35.416500091552734,True,50.79235732727996
0,0,33.25,1,47.666666666666664,33.25,33.25,0.0,True,35.803566214737344
1,0,39.25,0,57.76415525114156,39.0,0.0,39.25,True,56.29014781082889
0,0,39.75,1,43.5,39.75,39.75,0.0,False,42.80275961009953
1,0,26.91699981689453,0,49.9675799086758,25.91699981689453,0.0,26.91699981689453,True,38.60285091253624
1,0,32.916500091552734,0,40.833333333333336,30.0,0.0,32.916500091552734,False,47.20699759410614
1,0,18.458499908447266,0,50.171004566210044,3.0,0.0,18.458499908447266,True,26.472144922615747
0,0,42.83300018310547,1,47.583333333333336,42.83300018310547,42.83300018310547,0.0,True,46.1225310746368
1,0,11.916999816894531,1,41.61552511415525,6.166999816894531,0.0,11.916999816894531,False,17.090692513493348
0,1,38.08300018310547,1,45.333333333333336,38.08300018310547,38.08300018310547,0.0,True,41.00773590110289
