education,constant,period,period_sq,constant_ser,period_ser,period_sq_ser
Low Education,2118.9400285777747,146.64249749835628,-3.578518425641518,46.74373251382318,6.1676865708931405,0.1734926803191412
High Education,3471.6825195608226,241.12115789435094,-5.824518100341665,119.99542729706778,16.334254442573112,0.4811771804949923
