,sra_at_63,cf_below_sixty_savings,cf_ret_age,cf_sra_at_ret,cf_working_hours,base_below_sixty_savings,base_ret_age,base_sra_at_ret,base_working_hours
0,67,,,,,,,,
1,68,-1297256067.4590962,65.01477055661677,67.98426324907823,816.141452131426,0.5504801645476451,64.50161254694058,67.0,800.5228709986344
2,69,0.5491576800401284,65.51808413198401,68.96831646672474,826.7018537932397,0.5504801645476451,64.50161254694058,67.0,800.5228709986344
3,70,0.5582875228267369,65.99705670890626,69.95130088972769,845.3955358728138,0.5504801645476451,64.50161254694058,67.0,800.5228709986344
